일자,전체,SK에너지,GS칼텍스,현대오일뱅크,S-OIL,알뜰주유소,자가상표
"2022/08/15","1887.53","1894.22","1897.50","1882.19","1885.63","1869.04","1882.39"
"2022/08/14","1892.04","1898.79","1901.35","1887.30","1891.46","1871.24","1888.25"
"2022/08/13","1895.71","1901.93","1905.50","1891.71","1895.27","1873.72","1890.98"
"2022/08/12","1902.96","1909.22","1913.88","1898.22","1902.07","1880.99","1898.87"
"2022/08/11","1911.58","1918.82","1922.35","1906.41","1910.37","1888.65","1910.37"
"2022/08/10","1920.46","1927.25","1930.47","1915.62","1919.51","1898.59","1921.72"
"2022/08/09","1928.20","1935.31","1938.55","1922.11","1927.45","1907.09","1928.96"
"2022/08/08","1935.96","1943.14","1945.44","1930.62","1933.52","1917.76","1934.54"
"2022/08/07","1941.43","1948.80","1950.04","1935.56","1940.09","1923.39","1940.28"
"2022/08/06","1944.14","1951.37","1952.99","1938.29","1943.34","1925.02","1943.89"
"2022/08/05","1950.56","1957.55","1960.35","1944.47","1949.25","1931.69","1949.78"
"2022/08/04","1956.93","1964.21","1965.91","1951.07","1955.71","1938.11","1957.09"
"2022/08/03","1963.18","1970.94","1970.87","1958.01","1962.14","1944.40","1958.26"
"2022/08/02","1969.64","1976.89","1978.78","1964.37","1968.35","1950.07","1965.97"
"2022/08/01","1976.46","1983.79","1985.14","1970.39","1975.03","1959.00","1973.53"
"2022/07/31","1982.61","1990.40","1991.35","1975.95","1982.43","1963.03","1980.42"
"2022/07/30","1985.32","1993.20","1994.28","1978.94","1985.09","1964.59","1983.69"
"2022/07/29","1991.04","1998.02","1999.84","1986.95","1990.15","1969.81","1986.98"
"2022/07/28","1998.46","2005.85","2007.08","1993.16","1997.88","1978.31","1994.03"
"2022/07/27","2006.74","2013.45","2013.49","2004.03","2006.36","1986.19","2002.95"
"2022/07/26","2015.01","2022.24","2020.89","2012.60","2014.80","1994.11","2009.12"
"2022/07/25","2024.70","2032.39","2032.05","2020.57","2023.98","2004.36","2017.57"
"2022/07/24","2032.61","2040.53","2039.60","2028.14","2033.17","2010.78","2026.79"
"2022/07/23","2036.83","2044.67","2044.16","2032.63","2037.57","2013.80","2031.50"
"2022/07/22","2046.01","2053.39","2054.48","2041.62","2046.58","2022.84","2039.49"
"2022/07/21","2055.28","2063.09","2063.21","2050.01","2056.04","2033.03","2051.64"
"2022/07/20","2063.99","2071.46","2070.59","2060.18","2064.24","2043.20","2057.67"
"2022/07/19","2072.42","2079.50","2081.47","2067.55","2072.32","2051.13","2063.83"
"2022/07/18","2082.11","2088.89","2091.74","2077.92","2080.47","2061.80","2073.02"
"2022/07/17","2088.75","2096.47","2097.07","2083.68","2088.10","2068.48","2079.87"
"2022/07/16","2092.28","2099.81","2100.35","2087.82","2092.17","2070.88","2083.80"
"2022/07/15","2099.72","2107.05","2107.47","2096.35","2099.19","2078.04","2090.71"
"2022/07/14","2108.96","2116.03","2116.00","2106.61","2108.61","2086.85","2100.82"
"2022/07/13","2117.16","2124.25","2126.03","2114.21","2116.42","2094.01","2105.46"
"2022/07/12","2124.27","2130.73","2132.71","2120.65","2124.18","2103.53","2111.60"
"2022/07/11","2131.28","2138.62","2139.81","2126.34","2130.46","2112.29","2115.08"
"2022/07/10","2134.84","2142.00","2142.88","2129.75","2134.88","2115.81","2119.94"
"2022/07/09","2136.65","2143.97","2144.57","2131.75","2136.61","2117.24","2121.44"
"2022/07/08","2140.28","2147.48","2148.69","2135.04","2140.48","2120.68","2124.24"
"2022/07/07","2145.24","2151.88","2155.16","2139.26","2145.65","2125.24","2130.25"
"2022/07/06","2148.59","2155.01","2158.25","2142.89","2150.14","2126.85","2135.98"
"2022/07/05","2150.78","2157.51","2160.55","2145.87","2152.90","2125.65","2139.55"
"2022/07/04","2153.08","2160.15","2162.75","2147.94","2155.76","2126.81","2141.45"
"2022/07/03","2154.46","2161.85","2164.09","2149.18","2157.62","2127.24","2140.16"
"2022/07/02","2155.39","2162.49","2165.17","2150.33","2158.94","2127.57","2140.60"
"2022/07/01","2157.70","2164.89","2168.10","2151.63","2162.32","2128.68","2143.60"
"2022/06/30","2167.66","2171.33","2176.94","2160.41","2165.21","2162.66","2149.27"
"2022/06/29","2163.15","2167.76","2173.73","2157.16","2161.06","2151.18","2142.45"
"2022/06/28","2158.24","2163.50","2169.92","2153.25","2156.51","2140.42","2137.81"
"2022/06/27","2153.00","2157.43","2164.81","2149.43","2152.11","2132.69","2134.84"
"2022/06/26","2149.16","2153.02","2161.69","2145.45","2148.01","2129.83","2129.25"
"2022/06/25","2147.06","2150.70","2159.68","2143.22","2145.73","2128.52","2126.96"
"2022/06/24","2143.13","2146.64","2156.05","2139.33","2141.70","2124.43","2123.71"
"2022/06/23","2138.20","2142.16","2148.73","2135.05","2137.24","2120.66","2117.27"
"2022/06/22","2133.25","2137.33","2144.38","2129.39","2132.47","2115.31","2113.62"
"2022/06/21","2127.58","2132.06","2139.26","2122.63","2127.35","2108.83","2109.39"
"2022/06/20","2120.85","2125.22","2132.82","2116.41","2121.59","2099.39","2102.10"
"2022/06/19","2115.96","2120.00","2128.35","2111.32","2116.64","2094.97","2097.06"
"2022/06/18","2112.50","2116.78","2125.22","2107.87","2112.68","2091.17","2093.89"
"2022/06/17","2104.20","2108.97","2117.46","2099.82","2104.09","2080.76","2086.73"
"2022/06/16","2096.10","2101.55","2105.82","2093.42","2096.21","2073.41","2081.39"
"2022/06/15","2090.62","2096.21","2099.93","2088.67","2090.14","2067.89","2075.48"
"2022/06/14","2083.67","2089.82","2092.85","2081.72","2083.36","2059.70","2066.74"
"2022/06/13","2074.89","2080.50","2085.02","2073.17","2075.15","2048.74","2062.48"
"2022/06/12","2067.99","2072.71","2078.67","2065.96","2068.65","2043.30","2051.25"
"2022/06/11","2063.53","2068.36","2074.20","2061.38","2063.48","2039.98","2046.90"
"2022/06/10","2054.37","2059.84","2065.73","2052.36","2053.26","2029.68","2037.48"
"2022/06/09","2044.40","2049.71","2054.44","2042.37","2043.45","2022.21","2026.00"
"2022/06/08","2036.52","2041.94","2046.86","2033.93","2035.01","2015.18","2022.67"
"2022/06/07","2027.96","2033.76","2039.31","2025.22","2026.72","2003.60","2016.43"
"2022/06/06","2023.85","2028.67","2035.50","2021.07","2022.39","2001.75","2011.84"
"2022/06/05","2021.12","2025.98","2032.58","2018.23","2019.20","2000.28","2008.44"
"2022/06/04","2018.44","2023.05","2030.10","2015.77","2016.16","1998.16","2003.80"
"2022/06/03","2013.43","2018.09","2023.29","2011.79","2011.91","1992.80","1999.94"
"2022/06/02","2011.18","2015.81","2021.06","2009.23","2009.72","1991.05","1997.44"
"2022/06/01","2009.47","2014.02","2019.41","2007.32","2008.20","1989.39","1996.23"
"2022/05/31","2008.23","2013.38","2018.51","2005.27","2006.92","1988.02","1993.27"
"2022/05/30","2007.13","2012.36","2016.78","2004.64","2006.18","1986.55","1989.42"
"2022/05/29","2006.09","2011.24","2015.65","2003.55","2004.85","1986.25","1989.67"
"2022/05/28","2005.62","2010.88","2015.43","2002.79","2004.31","1985.88","1988.42"
"2022/05/27","2005.14","2010.50","2015.26","2001.97","2003.75","1985.41","1987.53"
"2022/05/26","2003.85","2008.90","2014.40","2000.46","2002.62","1984.30","1985.81"
"2022/05/25","2002.68","2007.35","2014.71","1998.55","2001.25","1983.22","1984.73"
"2022/05/24","2000.93","2005.59","2012.67","1996.55","1999.49","1982.34","1983.49"
"2022/05/23","1998.38","2003.07","2008.67","1993.83","1997.67","1981.34","1981.21"
"2022/05/22","1995.79","2000.25","2005.85","1991.20","1994.79","1980.11","1979.40"
"2022/05/21","1994.32","1998.54","2004.30","1989.84","1993.14","1979.56","1976.82"
"2022/05/20","1990.99","1994.90","2001.07","1986.45","1989.60","1977.38","1972.15"
"2022/05/19","1986.76","1989.85","1997.01","1982.16","1985.68","1973.96","1971.06"
"2022/05/18","1981.61","1985.78","1989.47","1976.08","1981.63","1970.23","1967.45"
"2022/05/17","1976.49","1980.82","1983.93","1971.36","1976.36","1964.89","1962.74"
"2022/05/16","1970.51","1974.45","1977.33","1966.12","1971.34","1957.71","1959.03"
"2022/05/15","1966.48","1970.39","1973.22","1962.28","1966.90","1954.35","1953.88"
"2022/05/14","1964.02","1968.40","1970.78","1959.74","1963.89","1951.86","1950.79"
"2022/05/13","1959.24","1963.78","1966.32","1955.04","1958.80","1946.67","1944.30"
"2022/05/12","1953.29","1958.42","1960.14","1948.26","1953.51","1940.45","1936.73"
"2022/05/11","1947.59","1953.32","1955.26","1940.76","1948.27","1934.41","1932.79"
"2022/05/10","1941.46","1946.67","1950.58","1934.50","1942.40","1926.66","1927.71"
"2022/05/09","1931.32","1936.90","1942.72","1921.75","1933.67","1913.87","1921.11"
"2022/05/08","1924.70","1929.99","1937.23","1916.81","1926.95","1902.81","1916.07"
"2022/05/07","1920.01","1926.82","1928.84","1914.18","1923.64","1894.51","1914.52"
"2022/05/06","1914.20","1921.17","1924.17","1908.81","1918.23","1885.07","1907.56"
"2022/05/05","1910.34","1917.85","1920.21","1904.70","1914.24","1880.69","1904.07"
"2022/05/04","1906.66","1914.16","1917.38","1901.17","1909.94","1876.42","1899.10"
"2022/05/03","1903.93","1912.07","1915.18","1900.34","1907.06","1868.17","1894.53"
"2022/05/02","1904.81","1913.20","1916.41","1900.92","1908.26","1867.92","1894.63"
"2022/05/01","1908.76","1916.58","1919.83","1903.19","1912.38","1867.77","1891.68"
"2022/04/30","1920.52","1924.42","1930.87","1914.04","1915.20","1917.19","1895.28"
"2022/04/29","1915.25","1920.17","1926.92","1909.76","1909.31","1906.36","1890.71"
"2022/04/28","1911.81","1917.97","1924.01","1907.45","1906.24","1896.53","1885.65"
"2022/04/27","1909.86","1916.46","1922.21","1906.17","1904.39","1891.72","1885.49"
"2022/04/26","1908.09","1914.97","1920.71","1904.20","1903.01","1888.51","1884.15"
"2022/04/25","1906.16","1913.18","1918.96","1903.09","1900.87","1884.68","1883.46"
"2022/04/24","1902.69","1909.78","1914.90","1899.31","1898.49","1880.78","1882.44"
"2022/04/23","1902.33","1909.32","1914.64","1899.01","1898.17","1880.26","1882.19"
"2022/04/22","1901.65","1908.96","1913.09","1899.21","1897.89","1877.89","1881.72"
"2022/04/21","1900.70","1907.69","1912.44","1898.25","1897.44","1876.21","1880.73"
"2022/04/20","1900.24","1907.30","1911.90","1898.27","1896.71","1875.36","1879.99"
"2022/04/19","1899.54","1906.52","1911.55","1897.27","1896.30","1874.34","1879.20"
"2022/04/18","1899.04","1906.46","1909.77","1896.91","1896.17","1874.16","1878.36"
"2022/04/17","1898.62","1905.93","1909.26","1895.99","1896.19","1874.27","1877.97"
"2022/04/16","1898.83","1906.24","1909.42","1896.31","1896.40","1874.19","1878.22"
"2022/04/15","1899.20","1906.38","1910.27","1896.88","1896.53","1874.39","1878.48"
"2022/04/14","1899.67","1907.07","1910.50","1897.12","1896.92","1875.18","1879.66"
"2022/04/13","1900.84","1908.19","1911.68","1898.36","1897.90","1876.56","1880.98"
"2022/04/12","1902.53","1910.06","1913.09","1899.99","1899.64","1878.40","1881.86"
"2022/04/11","1904.54","1911.87","1915.24","1901.69","1901.96","1880.79","1883.61"
"2022/04/10","1905.50","1912.69","1915.86","1902.35","1903.73","1881.79","1886.42"
"2022/04/09","1906.17","1913.55","1916.40","1903.16","1904.34","1882.16","1886.54"
"2022/04/08","1907.86","1915.61","1918.17","1904.94","1905.54","1883.46","1887.31"
"2022/04/07","1909.18","1916.94","1919.06","1906.97","1906.54","1884.59","1888.72"
"2022/04/06","1910.43","1917.81","1920.59","1908.64","1907.40","1886.01","1890.60"
"2022/04/05","1911.37","1918.98","1921.92","1910.02","1907.29","1886.75","1890.55"
"2022/04/04","1913.19","1921.69","1925.46","1911.16","1907.23","1887.88","1892.39"
"2022/04/03","1914.62","1922.99","1925.58","1911.66","1911.78","1888.57","1893.31"
"2022/04/02","1915.18","1923.39","1926.37","1912.56","1911.90","1889.19","1893.61"
"2022/04/01","1916.89","1924.91","1927.46","1918.35","1910.24","1890.59","1893.13"
"2022/03/31","1918.84","1925.90","1929.18","1919.38","1915.97","1890.63","1895.16"
"2022/03/30","1919.72","1927.24","1930.00","1919.91","1916.76","1891.40","1895.29"
"2022/03/29","1920.32","1927.75","1930.75","1920.61","1917.39","1891.66","1896.13"
"2022/03/28","1920.44","1927.80","1930.64","1920.54","1917.70","1892.33","1896.38"
"2022/03/27","1919.61","1926.77","1929.93","1919.32","1916.93","1892.48","1894.44"
"2022/03/26","1919.15","1926.27","1929.47","1918.74","1916.34","1892.46","1894.65"
"2022/03/25","1919.65","1927.81","1930.15","1918.69","1916.19","1892.60","1892.69"
"2022/03/24","1918.92","1926.52","1931.22","1917.72","1914.64","1891.97","1891.18"
"2022/03/23","1918.25","1926.27","1930.62","1916.85","1913.48","1891.38","1889.75"
"2022/03/22","1917.89","1925.72","1931.29","1916.68","1912.42","1890.78","1887.17"
"2022/03/21","1917.82","1925.81","1931.85","1916.36","1912.15","1890.13","1886.79"
"2022/03/20","1917.39","1925.19","1930.86","1916.31","1912.15","1890.01","1883.18"
"2022/03/19","1917.14","1924.72","1931.09","1915.86","1912.13","1889.48","1882.60"
"2022/03/18","1917.35","1926.23","1931.45","1916.59","1911.78","1886.32","1882.75"
"2022/03/17","1917.35","1926.96","1931.29","1917.31","1912.22","1882.94","1882.01"
"2022/03/16","1917.89","1927.87","1932.02","1918.39","1913.99","1879.04","1883.79"
"2022/03/15","1912.14","1922.53","1925.31","1913.52","1910.77","1867.50","1883.70"
"2022/03/14","1892.42","1902.64","1904.46","1897.07","1893.35","1839.75","1866.37"
"2022/03/13","1872.63","1881.24","1885.91","1877.72","1873.39","1821.67","1840.55"
"2022/03/12","1857.08","1865.94","1871.08","1860.71","1856.51","1808.62","1830.38"
"2022/03/11","1818.45","1826.80","1833.73","1821.49","1816.92","1771.09","1796.87"
"2022/03/10","1781.84","1788.90","1792.30","1787.61","1784.89","1733.43","1757.74"
"2022/03/09","1750.15","1756.50","1757.67","1756.21","1755.12","1704.55","1727.69"
"2022/03/08","1706.45","1710.75","1719.59","1708.63","1708.26","1668.60","1681.27"
"2022/03/07","1665.13","1671.82","1675.59","1664.82","1665.26","1632.74","1651.90"
"2022/03/06","1646.01","1652.35","1656.13","1644.81","1646.20","1616.88","1629.64"
"2022/03/05","1634.99","1642.39","1645.15","1633.10","1633.21","1607.96","1617.64"
"2022/03/04","1615.37","1622.30","1625.07","1615.08","1613.23","1588.23","1594.78"
"2022/03/03","1602.22","1608.64","1611.82","1601.58","1599.84","1577.42","1583.25"
"2022/03/02","1594.81","1601.20","1603.73","1594.94","1592.64","1569.42","1576.50"
"2022/03/01","1590.62","1597.21","1599.47","1590.42","1588.24","1565.87","1571.17"
"2022/02/28","1585.96","1592.51","1594.58","1585.45","1583.75","1561.90","1568.50"
"2022/02/27","1582.87","1589.51","1591.33","1582.33","1581.06","1558.13","1565.67"
"2022/02/26","1581.41","1588.15","1589.81","1580.57","1579.28","1557.71","1563.33"
"2022/02/25","1577.05","1584.22","1586.06","1575.82","1574.51","1552.88","1557.80"
"2022/02/24","1572.03","1578.92","1580.92","1571.33","1569.32","1547.89","1553.67"
"2022/02/23","1568.31","1575.48","1577.36","1567.79","1565.41","1543.34","1548.90"
"2022/02/22","1563.99","1570.95","1573.24","1563.79","1561.33","1538.16","1544.58"
"2022/02/21","1560.65","1567.72","1570.04","1560.81","1557.96","1533.52","1542.85"
"2022/02/20","1557.47","1564.45","1567.28","1557.01","1554.80","1530.91","1540.12"
"2022/02/19","1555.98","1563.14","1565.67","1555.31","1553.39","1529.54","1538.28"
"2022/02/18","1552.79","1559.68","1562.39","1552.61","1550.42","1525.72","1536.31"
"2022/02/17","1549.04","1556.44","1559.12","1548.58","1546.44","1520.91","1531.99"
"2022/02/16","1545.08","1552.37","1555.43","1544.86","1542.53","1516.44","1525.08"
"2022/02/15","1540.24","1547.98","1549.56","1540.27","1537.95","1511.29","1521.86"
"2022/02/14","1535.33","1542.71","1544.75","1536.28","1532.85","1505.42","1519.19"
"2022/02/13","1531.22","1538.44","1540.82","1531.86","1528.75","1502.28","1511.79"
"2022/02/12","1528.91","1536.37","1538.32","1529.88","1525.75","1500.26","1509.56"
"2022/02/11","1524.75","1532.22","1534.02","1526.78","1521.16","1495.24","1503.73"
"2022/02/10","1521.10","1528.32","1530.97","1523.58","1517.85","1489.81","1499.43"
"2022/02/09","1516.69","1524.08","1526.30","1519.45","1513.76","1484.42","1494.73"
"2022/02/08","1511.18","1519.17","1520.80","1512.47","1509.13","1478.71","1490.22"
"2022/02/07","1505.56","1512.93","1515.42","1507.95","1503.93","1471.21","1485.40"
"2022/02/06","1501.32","1508.54","1511.84","1503.07","1499.76","1467.24","1481.32"
"2022/02/05","1499.00","1506.47","1509.30","1500.77","1496.89","1465.55","1480.06"
"2022/02/04","1493.54","1501.06","1503.50","1497.04","1489.70","1460.05","1475.62"
"2022/02/03","1489.71","1496.95","1499.87","1493.65","1486.31","1454.86","1472.48"
"2022/02/02","1487.05","1493.96","1497.25","1491.11","1483.65","1452.47","1467.82"
"2022/02/01","1485.89","1492.77","1496.41","1489.61","1482.56","1451.52","1465.13"
"2022/01/31","1484.35","1491.91","1495.21","1486.06","1481.69","1450.59","1465.47"
"2022/01/30","1483.00","1490.62","1493.86","1484.41","1480.20","1449.89","1464.12"
"2022/01/29","1481.21","1488.92","1491.99","1482.63","1478.15","1448.50","1462.04"
"2022/01/28","1478.31","1486.01","1488.98","1480.63","1474.91","1444.81","1458.21"
"2022/01/27","1475.31","1482.52","1486.67","1478.14","1471.65","1441.28","1454.04"
"2022/01/26","1472.22","1479.56","1483.54","1475.12","1468.42","1438.39","1448.56"
"2022/01/25","1469.52","1476.97","1480.21","1472.47","1465.83","1436.01","1448.05"
"2022/01/24","1466.92","1474.20","1477.63","1470.41","1463.30","1432.57","1446.09"
"2022/01/23","1464.12","1471.40","1475.08","1466.97","1460.70","1430.25","1443.20"
"2022/01/22","1462.91","1470.26","1473.91","1465.77","1459.22","1429.25","1441.35"
"2022/01/21","1459.98","1466.79","1471.68","1463.31","1455.97","1426.09","1437.34"
"2022/01/20","1455.85","1462.75","1467.20","1459.21","1451.73","1422.42","1433.69"
"2022/01/19","1452.22","1459.51","1463.27","1455.08","1447.98","1419.79","1428.67"
"2022/01/18","1449.50","1456.88","1460.44","1452.19","1445.41","1417.06","1426.42"
"2022/01/17","1447.28","1454.45","1458.59","1450.33","1442.84","1414.53","1424.89"
"2022/01/16","1445.13","1452.40","1456.62","1447.30","1440.78","1413.17","1423.25"
"2022/01/15","1444.25","1451.55","1455.56","1446.48","1439.76","1412.81","1421.58"
"2022/01/14","1442.77","1449.20","1454.10","1446.31","1437.86","1411.41","1421.72"
"2022/01/13","1441.22","1447.75","1452.30","1444.47","1436.49","1410.22","1421.44"
"2022/01/12","1439.93","1446.96","1450.86","1441.48","1435.80","1410.14","1420.82"
"2022/01/11","1439.59","1446.31","1450.89","1441.30","1435.59","1409.32","1420.69"
"2022/01/10","1439.54","1446.47","1450.61","1441.33","1435.54","1409.00","1420.75"
"2022/01/09","1439.18","1446.45","1450.07","1440.23","1435.32","1409.25","1420.15"
"2022/01/08","1439.46","1446.78","1450.17","1440.70","1435.64","1409.46","1419.54"
"2022/01/07","1439.13","1446.14","1449.66","1441.07","1435.24","1408.73","1420.98"
"2022/01/06","1439.42","1446.73","1449.35","1441.43","1435.83","1409.04","1419.07"
"2022/01/05","1440.23","1447.64","1450.13","1442.40","1436.35","1409.86","1419.08"
"2022/01/04","1440.91","1448.18","1450.84","1442.71","1437.28","1410.97","1421.12"
"2022/01/03","1441.82","1449.14","1451.33","1443.33","1438.47","1412.19","1424.22"
"2022/01/02","1442.09","1449.61","1451.78","1442.77","1438.94","1413.20","1422.68"
"2022/01/01","1442.42","1449.99","1451.98","1443.35","1439.34","1413.14","1422.42"
"2021/12/31","1443.58","1451.35","1453.10","1444.98","1440.25","1413.26","1425.08"
"2021/12/30","1444.00","1451.68","1453.76","1445.22","1440.49","1414.20","1425.27"
"2021/12/29","1444.70","1452.38","1454.50","1445.74","1441.14","1415.19","1426.19"
"2021/12/28","1445.68","1453.49","1455.47","1446.46","1441.90","1416.77","1427.04"
"2021/12/27","1446.92","1454.58","1456.70","1447.48","1443.18","1418.65","1428.53"
"2021/12/26","1447.53","1455.42","1457.03","1447.72","1444.10","1419.33","1429.98"
"2021/12/25","1447.97","1455.73","1457.46","1448.11","1444.74","1419.76","1430.36"
"2021/12/24","1449.37","1456.89","1458.95","1450.32","1445.56","1421.01","1431.49"
"2021/12/23","1451.15","1458.71","1460.71","1452.33","1446.85","1423.05","1433.99"
"2021/12/22","1453.08","1460.90","1462.08","1454.07","1449.25","1425.11","1434.58"
"2021/12/21","1455.64","1463.49","1464.17","1456.85","1451.63","1428.38","1436.84"
"2021/12/20","1458.47","1466.53","1466.31","1459.24","1454.84","1432.00","1440.40"
"2021/12/19","1460.26","1467.88","1468.22","1460.64","1457.31","1434.38","1441.19"
"2021/12/18","1461.35","1469.20","1469.14","1461.71","1458.46","1435.06","1443.13"
"2021/12/17","1463.39","1470.91","1471.40","1464.15","1460.21","1437.29","1443.53"
"2021/12/16","1466.11","1473.37","1473.80","1466.62","1463.14","1441.12","1446.71"
"2021/12/15","1469.52","1476.51","1477.46","1469.90","1466.01","1446.07","1448.94"
"2021/12/14","1472.46","1479.61","1479.92","1472.29","1468.68","1450.75","1453.66"
"2021/12/13","1475.23","1482.14","1482.03","1474.97","1471.16","1456.03","1455.96"
"2021/12/12","1477.06","1484.58","1483.87","1475.82","1473.10","1457.90","1459.56"
"2021/12/11","1478.23","1485.84","1484.96","1477.16","1474.34","1458.45","1461.50"
"2021/12/10","1480.84","1488.21","1487.78","1480.29","1476.57","1460.94","1463.34"
"2021/12/09","1483.64","1490.97","1490.83","1482.88","1479.39","1463.74","1466.33"
"2021/12/08","1486.87","1494.03","1494.48","1486.47","1482.04","1466.78","1471.01"
"2021/12/07","1489.98","1497.40","1497.01","1489.33","1485.22","1470.81","1472.95"
"2021/12/06","1493.43","1501.06","1500.32","1492.50","1488.22","1475.39","1476.47"
"2021/12/05","1494.93","1502.61","1501.20","1493.68","1490.50","1477.08","1477.45"
"2021/12/04","1495.88","1503.54","1502.41","1494.57","1491.67","1477.29","1479.28"
"2021/12/03","1497.83","1505.18","1504.70","1496.73","1493.68","1478.83","1481.28"
"2021/12/02","1499.73","1506.98","1506.02","1498.63","1496.41","1480.53","1483.90"
"2021/12/01","1501.52","1508.69","1508.12","1500.15","1498.86","1481.45","1485.16"
"2021/11/30","1503.76","1510.87","1510.44","1502.76","1501.40","1482.15","1490.72"
"2021/11/29","1504.95","1512.44","1511.78","1503.54","1502.78","1483.05","1487.79"
"2021/11/28","1505.83","1513.58","1512.28","1503.86","1504.39","1483.68","1490.03"
"2021/11/27","1506.77","1514.53","1513.46","1504.90","1505.13","1484.26","1491.49"
"2021/11/26","1508.23","1515.76","1514.95","1506.71","1507.06","1484.65","1493.84"
"2021/11/25","1509.16","1517.03","1516.10","1507.69","1507.79","1484.59","1494.93"
"2021/11/24","1510.35","1518.20","1517.58","1508.99","1509.20","1484.67","1496.78"
"2021/11/23","1511.62","1519.67","1519.11","1510.56","1510.37","1484.35","1499.66"
"2021/11/22","1513.22","1522.00","1521.20","1511.90","1512.16","1483.62","1501.50"
"2021/11/21","1515.15","1524.35","1523.34","1513.35","1514.68","1483.89","1506.05"
"2021/11/20","1516.50","1525.91","1524.54","1515.65","1515.69","1483.71","1506.81"
"2021/11/19","1518.74","1528.53","1527.39","1518.34","1518.23","1482.62","1508.70"
"2021/11/18","1521.82","1532.82","1531.10","1520.87","1522.27","1480.80","1514.72"
"2021/11/17","1526.24","1537.76","1536.14","1525.93","1527.43","1480.46","1518.72"
"2021/11/16","1531.96","1544.15","1541.29","1533.11","1533.75","1481.95","1524.17"
"2021/11/15","1542.16","1555.93","1551.87","1542.63","1545.86","1485.76","1534.26"
"2021/11/14","1555.81","1570.59","1565.82","1557.52","1562.59","1489.18","1546.12"
"2021/11/13","1562.40","1577.56","1573.29","1564.14","1571.56","1489.03","1552.74"
