"시도별",2020,2021,2022 p)
"전국",21342,22059,23388
"서울특별시",24226,24950,26112
"부산광역시",20460,21035,22577
"대구광역시",20229,20886,22368
"인천광역시",20310,21170,22406
"광주광역시",21591,22209,23669
"대전광역시",21707,22565,24220
"울산광역시",23863,24897,26066
"세종특별자치시",21407,22162,23215
"경기도",21220,21869,23136
"강원특별자치도",20267,20918,22395
"충청북도",20029,21019,22533
"충청남도",20393,21169,22481
"전북특별자치도",19991,20745,22262
"전라남도",19873,20779,22298
"경상북도",19798,20522,21981
"경상남도",19759,20535,21887
"제주특별자치도",19954,20360,21508
