일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2023/09/25","12096.73","-104.28","-0.85","12244.62","12244.62","12079.82","7251.0","162584.0","1.01353388E8"
"2023/09/22","12201.01","-121.76","-0.99","12206.54","12310.31","12174.80","18329.0","260241.0","1.02226891E8"
"2023/09/21","12322.77","-221.46","-1.77","12504.73","12504.73","12322.77","8714.0","218727.0","1.03246664E8"
"2023/09/20","12544.23","-169.58","-1.33","12651.30","12655.81","12492.47","10055.0","223295.0","1.05101258E8"
"2023/09/19","12713.81","-33.70","-0.26","12793.87","12798.35","12691.10","10470.0","188557.0","1.06525253E8"
"2023/09/18","12747.51","10.02","0.08","12747.60","12869.28","12739.31","10074.0","208350.0","1.06806812E8"
"2023/09/15","12737.49","-30.38","-0.24","12759.32","12794.17","12689.05","11277.0","268075.0","1.06719835E8"
"2023/09/14","12767.87","166.70","1.32","12650.98","12767.87","12578.64","22707.0","388758.0","1.06973432E8"
"2023/09/13","12601.17","-80.75","-0.64","12645.46","12744.78","12549.68","12313.0","261153.0","1.0557977E8"
"2023/09/12","12681.92","-198.35","-1.54","12920.04","12943.42","12660.54","26573.0","567390.0","1.06254996E8"
"2023/09/11","12880.27","248.22","1.97","12681.21","12881.55","12578.48","22224.0","437420.0","1.07914961E8"
"2023/09/08","12632.05","120.07","0.96","12547.45","12634.74","12537.53","19992.0","339643.0","1.05834843E8"
"2023/09/07","12511.98","-62.46","-0.50","12560.23","12658.66","12462.17","33137.0","579623.0","1.04829603E8"
"2023/09/06","12574.44","-11.01","-0.09","12563.29","12642.14","12516.49","32995.0","433239.0","1.05353701E8"
"2023/09/05","12585.45","13.67","0.11","12546.04","12605.22","12508.67","31135.0","259642.0","1.05445698E8"
"2023/09/04","12571.78","53.06","0.42","12507.55","12571.78","12436.73","7297.0","166572.0","1.05331902E8"
"2023/09/01","12518.72","-134.37","-1.06","12698.08","12763.36","12518.72","11949.0","234186.0","1.04888962E8"
"2023/08/31","12653.09","-235.05","-1.82","12925.62","12981.51","12653.09","13284.0","322216.0","1.06014056E8"
"2023/08/30","12888.14","18.09","0.14","12905.88","12981.51","12867.39","8995.0","164749.0","1.07979991E8"
"2023/08/29","12870.05","121.80","0.96","12796.64","12890.74","12763.77","11917.0","176067.0","1.07824543E8"
"2023/08/28","12748.25","-98.63","-0.77","12937.97","12962.63","12653.93","10897.0","222241.0","1.06804855E8"
"2023/08/25","12846.88","-61.01","-0.47","12858.50","12940.68","12825.07","11472.0","151573.0","1.07627951E8"
"2023/08/24","12907.89","90.89","0.71","12874.65","12993.90","12839.24","11832.0","198889.0","1.08138151E8"
"2023/08/23","12817.00","-143.85","-1.11","12963.16","13063.27","12809.32","15918.0","265366.0","1.07376222E8"
"2023/08/22","12960.85","-108.59","-0.83","13124.80","13142.43","12918.50","13730.0","240742.0","1.08580063E8"
"2023/08/21","13069.44","-15.22","-0.12","13107.72","13253.58","13044.98","14945.0","255625.0","1.0949004E8"
"2023/08/18","13084.66","66.93","0.51","13110.46","13347.66","13041.78","33052.0","695809.0","1.0960504E8"
"2023/08/17","13017.73","-168.74","-1.28","13153.35","13157.95","12971.33","140235.0","371668.0","1.09045491E8"
"2023/08/16","13186.47","-331.52","-2.45","13358.32","13358.32","13140.14","44658.0","430596.0","1.10460675E8"
"2023/08/14","13517.99","-146.55","-1.07","13658.52","13658.52","13431.43","36885.0","303668.0","1.13237814E8"
