일자,전체,SK에너지,GS칼텍스,현대오일뱅크,S-OIL,알뜰주유소,자가상표
"2022/10/31","1869.29","1874.83","1878.66","1867.06","1866.43","1851.50","1853.75"
"2022/10/30","1867.15","1873.25","1876.48","1863.82","1864.32","1850.11","1851.98"
"2022/10/29","1866.42","1872.47","1876.03","1863.21","1863.42","1849.11","1850.28"
"2022/10/28","1864.82","1870.46","1874.75","1862.00","1861.81","1847.24","1848.03"
"2022/10/27","1862.40","1867.48","1872.32","1859.97","1859.84","1844.63","1846.04"
"2022/10/26","1860.07","1865.16","1871.07","1856.87","1857.39","1842.03","1844.08"
"2022/10/25","1857.96","1863.12","1869.28","1854.60","1855.30","1839.47","1842.15"
"2022/10/24","1855.46","1861.02","1866.71","1852.38","1852.61","1835.87","1840.38"
"2022/10/23","1852.77","1858.53","1863.70","1849.01","1850.26","1833.90","1838.79"
"2022/10/22","1851.64","1856.97","1862.80","1848.07","1849.14","1833.10","1835.69"
"2022/10/21","1848.77","1854.06","1859.98","1845.22","1846.39","1829.81","1835.28"
"2022/10/20","1845.50","1851.48","1855.34","1842.63","1843.26","1825.85","1831.57"
"2022/10/19","1842.90","1848.73","1853.43","1839.83","1840.49","1823.02","1829.94"
"2022/10/18","1840.19","1845.92","1850.28","1837.44","1837.59","1820.81","1828.93"
"2022/10/17","1836.93","1842.20","1846.06","1834.90","1835.27","1817.23","1826.98"
"2022/10/16","1834.59","1839.61","1844.25","1832.11","1833.36","1814.52","1826.88"
"2022/10/15","1833.69","1838.62","1843.03","1831.46","1832.19","1814.27","1825.84"
"2022/10/14","1831.43","1836.41","1841.03","1828.10","1830.39","1812.68","1823.94"
"2022/10/13","1829.54","1834.73","1839.32","1826.07","1828.51","1810.50","1819.87"
"2022/10/12","1828.00","1833.46","1838.44","1824.38","1826.70","1807.81","1820.34"
"2022/10/11","1824.45","1830.26","1834.76","1821.14","1823.51","1802.48","1817.65"
"2022/10/10","1821.74","1826.66","1832.48","1818.40","1821.32","1800.34","1815.07"
"2022/10/09","1819.99","1824.91","1831.09","1816.69","1819.45","1798.09","1813.14"
"2022/10/08","1818.57","1823.72","1829.84","1815.26","1817.56","1796.67","1811.60"
"2022/10/07","1814.91","1820.25","1824.59","1812.70","1813.64","1793.66","1807.17"
"2022/10/06","1814.62","1820.23","1824.15","1812.59","1813.01","1793.29","1807.06"
"2022/10/05","1815.63","1821.45","1825.30","1813.38","1813.77","1794.50","1806.74"
"2022/10/04","1817.56","1823.17","1827.53","1815.08","1815.41","1797.36","1807.74"
"2022/10/03","1820.83","1831.21","1829.24","1816.12","1817.66","1798.13","1811.28"
"2022/10/02","1820.55","1826.75","1830.56","1817.37","1819.09","1798.89","1812.31"
"2022/10/01","1822.01","1828.15","1832.02","1819.04","1820.93","1799.48","1813.49"
"2022/09/30","1826.08","1831.99","1836.00","1824.29","1824.86","1802.51","1815.12"
"2022/09/29","1828.79","1834.82","1838.81","1826.44","1827.78","1805.36","1818.66"
"2022/09/28","1832.33","1838.91","1841.94","1830.07","1831.26","1808.48","1820.50"
"2022/09/27","1836.98","1843.24","1846.94","1835.34","1835.81","1812.40","1824.50"
"2022/09/26","1841.00","1847.57","1851.19","1838.90","1839.46","1816.65","1828.93"
