일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2024/09/20","22279.87","-40.62","-0.18","22268.58","22333.58","21964.46","4299.0","160385.0","5.6756889E7"
"2024/09/19","22320.49","434.17","1.98","22078.73","22437.94","21843.98","4452.0","153603.0","5.6852281E7"
"2024/09/13","21886.32","315.57","1.46","21701.17","21962.82","21524.37","2397.0","69702.0","5.5759182E7"
"2024/09/12","21570.75","479.07","2.27","21070.25","21570.75","20907.75","4643.0","121316.0","5.4955395E7"
"2024/09/11","21091.68","-637.70","-2.93","21798.68","21843.44","20838.48","4916.0","99297.0","5.3736888E7"
"2024/09/10","21729.38","298.19","1.39","21428.06","21878.71","21279.41","2179.0","77439.0","5.5351462E7"
"2024/09/09","21431.19","-468.59","-2.14","21655.50","21759.74","21194.13","3052.0","83659.0","5.4597595E7"
"2024/09/06","21899.78","-331.91","-1.49","22133.91","22202.74","21740.95","2989.0","67273.0","5.5797719E7"
"2024/09/05","22231.69","-212.33","-0.95","22351.59","22420.69","22110.03","2435.0","75148.0","5.663622E7"
"2024/09/04","22444.02","-497.96","-2.17","22432.43","22742.51","22330.99","3575.0","106558.0","5.7178235E7"
"2024/09/03","22941.98","708.21","3.19","22251.92","23195.95","22251.92","4178.0","165742.0","5.8439286E7"
"2024/09/02","22233.77","329.80","1.51","21882.85","22321.52","21819.85","2581.0","98000.0","5.6624027E7"
"2024/08/30","21903.97","109.63","0.50","21973.38","22084.12","21748.42","3612.0","113427.0","5.5776607E7"
"2024/08/29","21794.34","2.22","0.01","21715.92","22280.70","21487.55","3567.0","88017.0","5.5490623E7"
"2024/08/28","21792.12","-283.09","-1.28","22027.78","22299.90","21619.92","5888.0","95382.0","5.5469089E7"
"2024/08/27","22075.21","-285.94","-1.28","22515.00","22515.00","21794.05","3264.0","74987.0","5.6191586E7"
"2024/08/26","22361.15","-28.24","-0.13","22400.71","22558.39","22182.24","2898.0","63779.0","5.6922685E7"
"2024/08/23","22389.39","55.91","0.25","22318.25","22540.79","22201.70","3081.0","90739.0","5.6993457E7"
"2024/08/22","22333.48","-66.93","-0.30","22396.42","22413.26","21991.65","3100.0","75689.0","5.6843656E7"
"2024/08/21","22400.41","-136.76","-0.61","22574.54","22574.54","22109.71","3195.0","83438.0","5.7017993E7"
"2024/08/20","22537.17","870.79","4.02","21611.85","22739.78","21611.85","6490.0","176473.0","5.7364022E7"
"2024/08/19","21666.38","768.50","3.68","20996.97","22013.94","20946.87","6259.0","160545.0","5.5166803E7"
"2024/08/16","20897.88","222.06","1.07","21033.25","21105.10","20585.43","4954.0","137458.0","5.3232457E7"
"2024/08/14","20675.82","-1142.93","-5.24","21672.52","21972.67","20545.41","7158.0","157879.0","5.2669471E7"
"2024/08/13","21818.75","684.04","3.24","21058.44","21912.04","21058.44","4321.0","109422.0","5.5555225E7"
"2024/08/12","21134.71","39.18","0.19","21173.22","21273.73","20857.24","4077.0","61904.0","5.3827709E7"
"2024/08/09","21095.53","272.19","1.31","20861.27","21157.24","20690.30","5792.0","89010.0","5.3735835E7"
"2024/08/08","20823.34","56.78","0.27","20528.45","20990.68","20422.85","4323.0","121215.0","5.3054965E7"
"2024/08/07","20766.56","704.05","3.51","19966.93","20855.64","19853.16","4115.0","100937.0","5.2914173E7"
"2024/08/06","20062.51","340.45","1.73","20425.94","20726.14","19945.80","5660.0","116473.0","5.1123756E7"
