일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2023/09/20","882.72","-1.17","-0.13","883.74","886.65","874.92","1015726.0","8814261.0","4.28558686E8"
"2023/09/19","883.89","-7.40","-0.83","891.57","894.26","882.42","1045779.0","8723087.0","4.29135296E8"
"2023/09/18","891.29","-7.74","-0.86","892.18","896.37","889.99","906665.0","8284956.0","4.3256004E8"
"2023/09/15","899.03","-0.44","-0.05","900.62","902.40","897.11","941816.0","9637189.0","4.35690979E8"
"2023/09/14","899.47","16.75","1.90","888.19","899.47","886.46","1020176.0","1.0239899E7","4.35744847E8"
"2023/09/13","882.72","-15.32","-1.71","895.94","899.80","882.27","1077222.0","1.0593923E7","4.27779339E8"
"2023/09/12","898.04","-14.51","-1.59","918.10","918.96","895.96","1178572.0","1.321442E7","4.35289563E8"
"2023/09/11","912.55","-1.63","-0.18","918.43","918.43","907.90","975186.0","1.231293E7","4.42065157E8"
"2023/09/08","914.18","7.82","0.86","908.08","914.18","902.77","1252895.0","1.2406453E7","4.42804787E8"
"2023/09/07","906.36","-11.59","-1.26","914.63","921.79","902.95","1282929.0","1.4635136E7","4.38903708E8"
"2023/09/06","917.95","-3.53","-0.38","923.61","927.28","916.08","1091541.0","1.3524716E7","4.44379724E8"
"2023/09/05","921.48","2.32","0.25","918.85","922.65","913.02","1084504.0","1.2885819E7","4.46045836E8"
"2023/09/04","919.16","-0.58","-0.06","918.12","921.63","913.04","1113978.0","1.3183977E7","4.44921503E8"
"2023/09/01","919.74","-8.66","-0.93","926.37","928.00","919.74","1071432.0","1.4041355E7","4.4514606E8"
"2023/08/31","928.40","4.59","0.50","925.57","930.42","923.40","1277535.0","1.7037702E7","4.4931715E8"
"2023/08/30","923.81","7.57","0.83","925.08","926.44","921.05","1275514.0","1.222925E7","4.47220312E8"
"2023/08/29","916.24","6.86","0.75","911.94","918.39","907.82","1312285.0","1.2119877E7","4.43514841E8"
"2023/08/28","909.38","10.00","1.11","907.53","909.48","901.84","1072274.0","9798808.0","4.40166086E8"
"2023/08/25","899.38","-2.36","-0.26","891.21","902.81","890.08","1163467.0","1.0987194E7","4.35370242E8"
"2023/08/24","901.74","18.87","2.14","893.46","902.64","892.12","1277063.0","1.2336262E7","4.36356998E8"
"2023/08/23","882.87","-10.46","-1.17","892.65","892.65","881.40","1436368.0","1.2719266E7","4.27031002E8"
"2023/08/22","893.33","4.62","0.52","898.40","899.21","889.71","1230525.0","1.2045692E7","4.32030558E8"
"2023/08/21","888.71","11.39","1.30","881.09","894.58","879.80","1057472.0","1.0331387E7","4.29635002E8"
"2023/08/18","877.32","-8.72","-0.98","878.52","882.08","874.27","1122468.0","1.0118535E7","4.23332044E8"
"2023/08/17","886.04","7.75","0.88","875.15","887.67","863.32","1108792.0","1.2366249E7","4.27494239E8"
"2023/08/16","878.29","-23.39","-2.59","893.93","895.42","877.85","1218845.0","1.1871578E7","4.23722659E8"
