일자,원/g_종가,원/g_대비,원/g_등락률,원/g_시가,원/g_고가,원/g_저가,$/온스_종가,$/온스_대비,$/온스_등락률,$/온스_시가,$/온스_고가,$/온스_저가
"2022/08/19","74890","70","0.09","74770","75070","74650","1756.90","-5.26","-0.30","1760.85","1762.00","1752.15"
"2022/08/18","74820","-70","-0.09","74310","74890","74300","1762.16","-15.62","-0.88","1763.84","1767.39","1761.60"
"2022/08/17","74890","20","0.03","74670","75030","74670","1777.79","-2.43","-0.14","1775.50","1782.19","1773.90"
"2022/08/16","74870","-170","-0.23","74520","75080","74450","1780.21","-11.77","-0.66","1779.70","1783.07","1776.94"
"2022/08/12","75040","290","0.39","74890","75160","74840","1791.98","7.54","0.42","1787.60","1792.61","1786.24"
"2022/08/11","74750","-620","-0.82","75470","75490","74700","1784.45","-4.45","-0.25","1791.32","1792.51","1783.73"
"2022/08/10","75370","470","0.63","75250","75510","75240","1788.89","3.29","0.18","1794.10","1794.90","1787.70"
"2022/08/09","74900","350","0.47","75150","75210","74830","1785.61","10.76","0.61","1789.10","1790.65","1783.30"
"2022/08/08","74550","-150","-0.20","74080","74560","74060","1774.86","-14.66","-0.82","1774.70","1776.21","1771.40"
"2022/08/05","74700","110","0.15","75520","75560","74660","1789.52","18.73","1.06","1792.90","1794.90","1788.52"
"2022/08/04","74590","130","0.17","74320","74810","74150","1770.78","3.35","0.19","1764.08","1774.63","1763.45"
"2022/08/03","74460","-30","-0.04","73730","74590","73620","1767.43","-8.32","-0.47","1757.80","1770.50","1755.07"
"2022/08/02","74490","540","0.73","74300","74870","74270","1775.75","11.79","0.67","1772.30","1780.30","1770.98"
"2022/08/01","73950","190","0.26","73620","74180","73550","1763.95","-2.15","-0.12","1762.60","1765.85","1758.65"
"2022/07/29","73760","1200","1.65","73140","73860","73100","1766.10","24.91","1.43","1755.24","1767.95","1752.60"
"2022/07/28","72560","-10","-0.01","73400","73470","72520","1741.19","22.41","1.30","1738.37","1741.75","1734.57"
"2022/07/27","72570","80","0.11","72240","72650","72200","1718.78","-5.49","-0.32","1718.31","1720.25","1714.13"
"2022/07/26","72490","-410","-0.56","72600","72860","72420","1724.27","-1.74","-0.10","1718.80","1728.07","1718.69"
"2022/07/25","72900","370","0.51","72800","72900","72540","1726.00","7.76","0.45","1724.55","1729.05","1720.05"
"2022/07/22","72530","1460","2.05","72240","72580","72210","1718.24","27.81","1.65","1718.25","1719.40","1712.97"
"2022/07/21","71070","-960","-1.33","71570","71730","71010","1690.43","-16.06","-0.94","1695.44","1695.85","1688.90"
"2022/07/20","72030","-120","-0.17","72230","72260","71690","1706.49","-2.02","-0.12","1710.53","1713.45","1706.05"
"2022/07/19","72150","-430","-0.59","72370","72430","72010","1708.52","-5.09","-0.30","1708.75","1711.12","1705.44"
"2022/07/18","72580","10","0.01","72900","72930","72460","1713.61","11.57","0.68","1709.76","1718.65","1707.62"
"2022/07/15","72570","-180","-0.25","72190","73030","72180","1702.03","-22.52","-1.31","1711.25","1716.57","1702.03"
"2022/07/14","72750","270","0.37","72800","72890","72670","1724.55","-0.53","-0.03","1732.61","1733.59","1723.04"
"2022/07/13","72480","-730","-1.00","72820","72830","72320","1725.07","-10.36","-0.60","1726.20","1728.71","1722.75"
"2022/07/12","73210","240","0.33","72690","73390","72660","1735.43","-5.12","-0.29","1733.95","1738.92","1723.25"
"2022/07/11","72970","110","0.15","72900","72980","72590","1740.56","-2.19","-0.13","1743.70","1743.97","1738.60"
"2022/07/08","72860","-60","-0.08","72700","72970","72650","1742.74","-2.10","-0.12","1739.75","1746.56","1739.55"
"2022/07/07","72920","-1350","-1.82","73060","73180","72780","1744.84","-23.67","-1.34","1739.64","1747.80","1736.66"
"2022/07/06","74270","-1380","-1.82","73930","74570","73910","1768.51","-40.95","-2.26","1768.36","1772.90","1763.15"
"2022/07/05","75650","130","0.17","75450","75770","75200","1809.45","-1.36","-0.08","1809.20","1812.08","1806.70"
"2022/07/04","75520","570","0.76","75510","75680","75320","1810.82","13.89","0.77","1810.30","1813.98","1805.70"
"2022/07/01","74950","-880","-1.16","75380","75450","74860","1796.93","-19.66","-1.08","1805.70","1807.50","1796.05"
"2022/06/30","75830","-40","-0.05","75940","76220","75790","1816.59","-0.07","0.00","1818.21","1821.98","1815.18"
"2022/06/29","75870","400","0.53","75040","76030","75030","1816.66","-12.28","-0.67","1818.70","1823.00","1816.15"
"2022/06/28","75470","-480","-0.63","75400","75540","75270","1828.94","-7.21","-0.39","1823.00","1829.24","1822.62"
"2022/06/27","75950","-130","-0.17","76430","76460","75570","1836.16","13.47","0.74","1831.20","1837.07","1828.36"
"2022/06/24","76080","-670","-0.87","76350","76370","76050","1822.68","-11.11","-0.61","1824.25","1827.10","1821.88"
"2022/06/23","76750","590","0.77","76640","76910","76550","1833.80","7.84","0.43","1837.59","1838.76","1831.08"
"2022/06/22","76160","-130","-0.17","76140","76280","76010","1825.95","-8.29","-0.45","1830.75","1832.00","1824.58"
"2022/06/21","76290","-310","-0.40","76370","76440","76200","1834.23","-9.37","-0.51","1837.90","1842.34","1834.10"
"2022/06/20","76600","210","0.27","76090","76610","76070","1843.60","-2.16","-0.12","1838.40","1845.97","1835.31"
"2022/06/17","76390","750","0.99","76530","76810","76060","1845.76","15.68","0.86","1851.50","1851.66","1841.74"
"2022/06/16","75640","40","0.05","76070","76090","75340","1830.08","7.86","0.43","1833.48","1836.31","1828.77"
"2022/06/15","75600","-50","-0.07","74860","75620","74830","1822.22","-6.91","-0.38","1810.00","1822.70","1808.90"
"2022/06/14","75650","-1280","-1.66","75170","75830","75050","1829.13","-34.49","-1.85","1821.00","1829.73","1817.89"
"2022/06/13","76930","1650","2.19","76530","77560","76490","1863.62","18.32","0.99","1875.85","1877.32","1860.25"
"2022/06/10","75280","530","0.71","74640","75290","74610","1845.31","-4.43","-0.24","1846.95","1848.22","1843.31"
"2022/06/09","74750","210","0.28","74740","75090","74640","1849.74","0.70","0.04","1854.06","1855.40","1849.59"
"2022/06/08","74540","70","0.09","74880","74960","74530","1849.05","7.25","0.39","1851.75","1853.71","1845.87"
"2022/06/07","74470","-120","-0.16","73490","74570","73460","1841.80","-25.08","-1.34","1839.40","1844.50","1837.16"
"2022/06/03","74590","70","0.09","75270","75280","74400","1866.88","15.75","0.85","1869.75","1873.95","1866.86"
"2022/06/02","74520","760","1.03","73460","74560","73410","1851.13","-3.10","-0.17","1846.82","1852.06","1844.15"
"2022/05/31","73760","-380","-0.51","73770","73860","73550","1854.23","-7.65","-0.41","1852.55","1856.32","1845.75"
"2022/05/30","74140","-720","-0.96","74700","74720","74140","1861.88","8.27","0.45","1849.60","1863.95","1848.58"
"2022/05/27","74860","-330","-0.44","75440","75520","74680","1853.62","7.77","0.42","1852.05","1856.45","1848.29"
"2022/05/26","75190","-380","-0.50","75350","75480","75160","1845.85","-12.79","-0.69","1853.34","1854.40","1842.97"
"2022/05/25","75570","170","0.23","76010","76040","75460","1858.64","6.39","0.34","1867.15","1868.14","1856.05"
"2022/05/24","75400","50","0.07","75360","75500","75180","1852.26","-1.64","-0.09","1854.20","1857.08","1849.44"
"2022/05/23","75350","0","0.00","75300","75750","75250","1853.89","5.77","0.31","1847.05","1858.14","1845.80"
"2022/05/20","75350","860","1.15","75770","75780","74950","1848.12","34.83","1.92","1844.45","1848.24","1836.65"
"2022/05/19","74490","750","1.02","73990","74580","73930","1813.30","2.38","0.13","1816.93","1817.70","1813.01"
"2022/05/18","73740","-1220","-1.63","74340","74400","73710","1810.91","-17.77","-0.97","1813.60","1817.60","1807.74"
"2022/05/17","74960","410","0.55","75400","75520","74850","1828.68","22.82","1.26","1826.30","1829.90","1821.95"
"2022/05/16","74550","-730","-0.97","74810","74860","74370","1805.86","-17.54","-0.96","1811.95","1817.16","1805.10"
"2022/05/13","75280","-1500","-1.95","75400","75640","75210","1823.39","-29.93","-1.61","1819.90","1828.55","1819.30"
"2022/05/12","76780","1120","1.48","76000","76850","75990","1853.32","8.11","0.44","1853.46","1858.87","1847.85"
"2022/05/11","75660","-710","-0.93","75440","75660","75240","1845.21","-15.90","-0.85","1838.45","1845.25","1832.19"
"2022/05/10","76370","-300","-0.39","75950","76460","75940","1861.12","-10.63","-0.57","1854.15","1866.03","1852.71"
"2022/05/09","76670","-120","-0.16","76960","77210","76590","1871.75","-4.84","-0.26","1880.75","1882.65","1870.70"
"2022/05/06","76790","910","1.20","76420","76910","76300","1876.60","12.81","0.69","1877.10","1878.15","1866.33"
"2022/05/04","75880","60","0.08","76170","76200","75390","1863.79","3.73","0.20","1868.65","1869.45","1861.62"
"2022/05/03","75820","-880","-1.15","75760","76070","75630","1860.06","-25.64","-1.36","1862.70","1866.96","1857.56"
"2022/05/02","76700","-460","-0.60","76690","77170","76600","1885.69","-25.23","-1.32","1899.24","1899.48","1882.90"
"2022/04/29","77160","360","0.47","77480","77700","77090","1910.92","33.65","1.79","1893.95","1912.95","1893.95"
"2022/04/28","76800","-440","-0.57","76670","76930","76480","1877.27","-21.51","-1.13","1884.77","1886.49","1872.90"
"2022/04/27","77240","690","0.90","76630","77440","76620","1898.78","-4.66","-0.24","1905.60","1906.95","1896.40"
"2022/04/26","76550","-400","-0.52","76310","76580","76210","1903.44","-11.41","-0.60","1898.85","1907.65","1897.54"
"2022/04/25","76950","-890","-1.14","76950","77330","76850","1914.85","-39.13","-2.00","1931.65","1932.96","1912.35"
"2022/04/22","77840","40","0.05","77760","78000","77710","1953.98","0.87","0.04","1952.10","1955.68","1946.12"
"2022/04/21","77800","680","0.88","77710","77810","77540","1953.12","12.58","0.65","1955.47","1957.45","1950.08"
"2022/04/20","77120","-1420","-1.81","77520","77770","76990","1940.54","-34.37","-1.74","1949.41","1950.15","1939.58"
"2022/04/19","78540","-440","-0.56","78450","78620","78370","1974.90","-15.07","-0.76","1976.75","1978.88","1972.95"
"2022/04/18","78980","950","1.22","78270","78980","78270","1989.97","16.26","0.82","1979.90","1990.08","1979.86"
"2022/04/15","78030","340","0.44","77700","78140","77700","1973.71","0.58","0.03","1973.30","1973.71","1973.30"
"2022/04/14","77690","-50","-0.06","78120","78150","77580","1973.12","4.09","0.21","1978.71","1980.48","1972.04"
"2022/04/13","77740","-100","-0.13","78110","78160","77590","1969.03","10.54","0.54","1965.40","1973.50","1962.90"
"2022/04/12","77840","830","1.08","77430","77980","77410","1958.49","16.02","0.82","1953.20","1960.25","1950.00"
"2022/04/11","77010","1020","1.34","76620","77160","76540","1942.47","13.24","0.69","1945.15","1947.77","1940.38"
"2022/04/08","75990","500","0.66","75770","76110","75760","1929.23","3.88","0.20","1932.45","1935.40","1928.00"
"2022/04/07","75490","250","0.33","75330","75530","75220","1925.36","4.35","0.23","1923.21","1927.34","1920.65"
"2022/04/06","75240","-90","-0.12","74930","75550","74880","1921.01","-10.96","-0.57","1921.90","1925.28","1916.80"
"2022/04/05","75330","200","0.27","75450","75470","75040","1931.96","7.71","0.40","1932.35","1932.93","1926.64"
"2022/04/04","75130","-420","-0.56","75170","75490","74840","1924.25","-8.95","-0.46","1923.65","1926.90","1916.28"
"2022/04/01","75550","490","0.65","75440","75830","75430","1933.20","7.08","0.37","1935.85","1939.58","1932.63"
"2022/03/31","75060","250","0.33","75160","75370","74720","1926.12","2.47","0.13","1932.57","1934.10","1919.55"
"2022/03/30","74810","-630","-0.84","75230","75230","74580","1923.64","-0.06","0.00","1918.20","1928.27","1916.19"
"2022/03/29","75440","-940","-1.23","75880","75930","75340","1923.70","-11.95","-0.62","1923.15","1928.83","1921.40"
"2022/03/28","76380","-290","-0.38","76640","77140","76230","1935.64","-20.98","-1.07","1955.85","1958.30","1933.55"
"2022/03/25","76670","640","0.84","76770","76980","76630","1956.63","16.35","0.84","1959.05","1964.07","1955.57"
"2022/03/24","76030","1170","1.56","75960","76430","75870","1940.28","22.09","1.15","1946.52","1948.70","1937.66"
"2022/03/23","74860","-930","-1.23","75260","75270","74740","1918.18","-17.05","-0.88","1921.75","1924.40","1915.73"
"2022/03/22","75790","520","0.69","75710","76120","75680","1935.24","10.40","0.54","1936.05","1938.26","1929.45"
"2022/03/21","75270","180","0.24","74510","75390","74480","1924.84","-9.12","-0.47","1919.00","1928.98","1918.45"
"2022/03/18","75090","-410","-0.54","75810","75900","75080","1933.95","-0.02","0.00","1941.86","1945.35","1930.20"
"2022/03/17","75500","-570","-0.75","76550","76580","75410","1933.97","19.14","1.00","1926.86","1937.98","1925.70"
"2022/03/16","76070","-1120","-1.45","76600","76910","75990","1914.83","-17.11","-0.89","1917.05","1924.59","1912.81"
"2022/03/15","77190","-1720","-2.18","78040","78070","76870","1931.94","-43.76","-2.21","1953.77","1954.71","1925.35"
"2022/03/14","78910","190","0.24","78260","78930","78150","1975.70","-11.59","-0.58","1975.70","1978.72","1970.10"
"2022/03/11","78720","340","0.43","78910","79140","78490","1987.29","1.93","0.10","1998.10","1998.37","1981.67"
"2022/03/10","78380","-1550","-1.94","79230","79240","77800","1985.37","-24.52","-1.22","1992.11","1992.40","1971.15"
"2022/03/08","79930","1640","2.09","78870","79940","78460","2009.89","25.36","1.28","1999.10","2010.12","1981.28"
"2022/03/07","78290","2690","3.56","77680","78870","77510","1984.54","47.95","2.48","1990.00","2000.75","1976.24"
"2022/03/04","75600","900","1.20","74960","76020","74940","1936.58","7.70","0.40","1935.60","1950.36","1931.10"
"2022/03/03","74700","-430","-0.57","74800","74860","74370","1928.88","-8.72","-0.45","1928.89","1931.00","1922.35"
"2022/03/02","75130","1340","1.82","75140","75370","74770","1937.60","28.59","1.50","1943.75","1943.88","1931.20"
"2022/02/28","73790","-260","-0.35","73980","74330","73580","1909.02","-7.89","-0.41","1915.00","1919.45","1904.65"
"2022/02/25","74050","-910","-1.21","73910","74250","73610","1916.90","-22.11","-1.14","1911.80","1919.28","1904.18"
"2022/02/24","74960","2160","2.97","73330","75340","73320","1939.02","42.05","2.22","1910.90","1948.95","1910.25"
"2022/02/23","72800","-400","-0.55","72830","72850","72640","1896.96","-11.88","-0.62","1899.35","1901.17","1893.64"
"2022/02/22","73200","760","1.05","73210","73570","73140","1908.85","18.71","0.99","1910.07","1913.95","1905.53"
"2022/02/21","72440","-310","-0.43","73240","73560","72410","1890.14","-1.92","-0.10","1904.95","1908.31","1889.17"
"2022/02/18","72750","580","0.80","73130","73330","72620","1892.06","16.81","0.90","1900.05","1902.65","1888.94"
"2022/02/17","72170","750","1.05","72020","72330","71780","1875.24","20.23","1.09","1870.49","1877.35","1867.94"
"2022/02/16","71420","-1030","-1.42","71510","71520","71200","1855.02","-23.11","-1.23","1853.76","1855.40","1850.51"
"2022/02/15","72450","1500","2.11","71650","72510","71630","1878.12","25.36","1.37","1871.07","1879.65","1870.15"
"2022/02/14","70950","710","1.01","71660","71750","70940","1852.76","29.93","1.64","1859.80","1860.62","1851.58"
"2022/02/11","70240","-340","-0.48","70270","70550","70210","1822.83","-11.80","-0.64","1826.80","1827.74","1822.10"
"2022/02/10","70580","280","0.40","70530","70600","70350","1834.63","7.21","0.39","1833.50","1835.00","1831.64"
"2022/02/09","70300","180","0.26","70320","70340","70130","1827.42","6.54","0.36","1826.24","1829.18","1825.10"
"2022/02/08","70120","260","0.37","70320","70350","70040","1820.88","11.21","0.62","1821.54","1823.30","1819.16"
"2022/02/07","69860","320","0.46","69640","69940","69630","1809.67","2.83","0.16","1809.50","1814.63","1808.80"
"2022/02/04","69540","-490","-0.70","70040","70080","69500","1806.85","1.40","0.08","1805.90","1808.10","1805.10"
"2022/02/03","70030","350","0.50","70070","70140","69880","1805.45","7.54","0.42","1807.80","1809.10","1805.30"
"2022/01/28","69680","-380","-0.54","69530","69820","69480","1797.91","-13.88","-0.77","1798.00","1799.60","1795.18"
"2022/01/27","70060","-1050","-1.48","70090","70380","70020","1811.79","-34.92","-1.89","1820.30","1822.30","1810.77"
"2022/01/26","71110","140","0.20","71250","71300","71040","1846.71","4.99","0.27","1848.89","1850.25","1846.55"
"2022/01/25","70970","260","0.37","70870","71080","70810","1841.72","2.86","0.16","1842.95","1843.70","1839.55"
"2022/01/24","70710","60","0.08","70500","70740","70360","1838.87","-1.48","-0.08","1836.45","1839.57","1832.60"
"2022/01/21","70650","110","0.16","70510","70730","70450","1840.34","0.39","0.02","1839.15","1842.05","1836.39"
"2022/01/20","70540","1070","1.54","70490","70580","70270","1839.95","26.66","1.47","1839.90","1844.02","1838.20"
"2022/01/19","69470","-40","-0.06","69430","69640","69370","1813.30","-3.38","-0.19","1814.65","1815.17","1810.37"
"2022/01/18","69510","-250","-0.36","69730","69770","69440","1816.67","-2.46","-0.13","1818.45","1822.81","1815.40"
"2022/01/17","69760","0","0.00","69390","69820","69330","1819.13","-8.43","-0.46","1817.90","1820.62","1813.20"
"2022/01/14","69760","90","0.13","69540","69810","69510","1827.56","2.79","0.15","1821.40","1828.12","1819.68"
"2022/01/13","69670","-10","-0.01","69890","69910","69610","1824.77","4.26","0.23","1826.08","1828.10","1824.11"
"2022/01/12","69680","260","0.37","69960","69970","69550","1820.50","13.20","0.73","1821.45","1822.60","1817.80"
"2022/01/11","69420","300","0.43","69470","69550","69270","1807.30","14.40","0.80","1801.89","1809.85","1801.30"
"2022/01/10","69120","-40","-0.06","69370","69380","69090","1792.89","2.62","0.15","1795.70","1796.77","1791.50"
"2022/01/07","69160","-460","-0.66","69160","69380","69110","1790.27","-12.65","-0.70","1791.20","1793.20","1788.91"
"2022/01/06","69620","-220","-0.32","69690","69910","69520","1802.92","-12.04","-0.66","1811.08","1811.50","1801.72"
"2022/01/05","69840","560","0.81","69620","70020","69610","1814.96","10.37","0.57","1813.40","1817.30","1812.80"
"2022/01/04","69280","-650","-0.93","69100","69410","69100","1804.59","-20.34","-1.11","1803.30","1807.19","1803.10"
"2022/01/03","69930","1190","1.73","69920","70060","69840","1824.93","26.36","1.47","1829.42","1831.80","1823.68"
"2021/12/30","68740","-170","-0.25","68840","68890","68570","1798.57","-7.95","-0.44","1804.51","1805.80","1797.29"
"2021/12/29","68910","-420","-0.61","69010","69030","68850","1806.52","-8.55","-0.47","1806.90","1807.91","1804.20"
"2021/12/28","69330","280","0.41","69130","69340","68990","1815.08","5.42","0.30","1811.86","1815.30","1808.57"
"2021/12/27","69050","40","0.06","68970","69080","68910","1809.65","0.76","0.04","1807.85","1811.88","1806.75"
"2021/12/24","69010","50","0.07","69080","69120","68980","1808.89","3.27","0.18","1808.86","1812.34","1808.80"
"2021/12/23","68960","430","0.63","69150","69180","68850","1805.62","17.45","0.98","1804.34","1808.36","1803.20"
"2021/12/22","68530","-130","-0.19","68640","68680","68450","1788.16","-2.09","-0.12","1789.83","1791.05","1787.15"
"2021/12/21","68660","-330","-0.48","68590","68730","68480","1790.26","-11.64","-0.65","1791.50","1793.45","1788.97"
"2021/12/20","68990","420","0.61","68340","69090","68340","1801.90","-4.15","-0.23","1799.95","1804.10","1799.14"
"2021/12/17","68570","660","0.97","68460","68820","68440","1806.05","21.80","1.22","1798.65","1806.50","1797.42"
"2021/12/16","67910","480","0.71","67810","67950","67570","1784.24","14.76","0.83","1779.66","1785.17","1775.73"
"2021/12/15","67430","-530","-0.78","67390","67660","67380","1769.48","-17.82","-1.00","1772.30","1774.04","1768.47"
"2021/12/14","67960","170","0.25","67840","68110","67770","1787.31","1.77","0.10","1787.10","1789.70","1785.13"
"2021/12/13","67790","460","0.68","67770","67810","67520","1785.54","12.65","0.71","1784.40","1788.24","1782.59"
"2021/12/10","67330","-90","-0.13","67060","67460","67050","1772.88","-12.54","-0.70","1775.80","1779.71","1771.37"
"2021/12/09","67420","-210","-0.31","67440","67480","67250","1785.41","-3.50","-0.20","1783.80","1787.20","1782.30"
"2021/12/08","67630","90","0.13","67660","67780","67460","1788.92","7.89","0.44","1784.15","1791.63","1784.10"
"2021/12/07","67540","-360","-0.53","67720","67780","67420","1781.03","-4.25","-0.24","1780.39","1782.90","1776.85"
"2021/12/06","67900","640","0.95","67640","68060","67630","1785.28","12.43","0.70","1782.70","1787.56","1781.16"
"2021/12/03","67260","40","0.06","66920","67360","66880","1772.85","-5.16","-0.29","1770.18","1776.80","1768.03"
"2021/12/02","67220","-580","-0.86","67540","67610","67150","1778.00","-10.30","-0.58","1781.40","1783.39","1775.29"
"2021/12/01","67800","-660","-0.96","67840","67890","67360","1788.30","-4.24","-0.24","1776.20","1793.27","1772.41"
"2021/11/30","68460","-390","-0.57","68540","68630","68110","1792.54","-2.56","-0.14","1786.93","1795.90","1783.59"
"2021/11/29","68850","-290","-0.42","68520","69040","68520","1795.10","-7.10","-0.39","1786.10","1796.61","1786.10"
"2021/11/26","69140","530","0.77","68560","69140","68560","1802.19","9.22","0.51","1791.80","1802.19","1790.33"
"2021/11/25","68610","180","0.26","68200","68650","68170","1792.97","-0.84","-0.05","1787.70","1794.40","1787.10"
"2021/11/24","68430","-600","-0.87","68450","68690","68380","1793.81","-10.85","-0.60","1789.60","1796.10","1789.10"
"2021/11/23","69030","-1210","-1.72","68950","69270","68880","1804.66","-38.72","-2.10","1809.60","1812.35","1804.66"
"2021/11/22","70240","-680","-0.96","70250","70660","70240","1843.38","-17.54","-0.94","1843.45","1849.40","1843.26"
"2021/11/19","70920","190","0.27","70560","71030","70530","1860.91","-2.82","-0.15","1859.20","1864.05","1858.45"
"2021/11/18","70730","210","0.30","71000","71140","70670","1863.73","8.86","0.48","1867.39","1871.08","1863.28"
"2021/11/17","70520","-260","-0.37","70200","70700","70170","1854.88","-11.02","-0.59","1850.62","1856.25","1849.66"
"2021/11/16","70780","400","0.57","70610","70870","70540","1865.89","8.15","0.44","1863.75","1868.84","1861.96"
"2021/11/15","70380","-80","-0.11","70790","70910","70330","1857.73","-0.21","-0.01","1866.65","1867.85","1856.71"
"2021/11/12","70460","130","0.18","70700","70780","70220","1857.95","5.41","0.29","1862.25","1862.55","1855.22"
"2021/11/11","70330","1050","1.52","70180","70670","70180","1852.54","27.69","1.52","1848.50","1855.85","1842.96"
"2021/11/10","69280","260","0.38","69340","69550","69210","1824.85","1.10","0.06","1831.95","1832.10","1824.35"
"2021/11/09","69020","-110","-0.16","69430","69430","68990","1823.75","6.45","0.35","1825.24","1827.20","1822.00"
"2021/11/08","69130","670","0.98","69230","69400","68990","1817.31","20.79","1.16","1816.79","1821.47","1813.20"
"2021/11/05","68460","1060","1.57","68130","68500","68090","1796.52","23.92","1.35","1791.90","1797.00","1790.17"
"2021/11/04","67400","-220","-0.33","67430","67520","67230","1772.60","-7.33","-0.41","1775.04","1778.18","1771.08"
"2021/11/03","67620","-140","-0.21","67470","67860","67470","1779.93","-14.71","-0.82","1787.00","1787.80","1778.34"
"2021/11/02","67760","310","0.46","67780","67860","67580","1794.64","11.56","0.65","1792.00","1795.80","1789.27"
"2021/11/01","67450","0","0.00","66900","67660","66850","1783.08","-12.14","-0.68","1780.50","1787.80","1779.34"
"2021/10/29","67450","-300","-0.44","67710","67730","67420","1795.22","-6.44","-0.36","1800.60","1800.67","1793.41"
"2021/10/28","67750","460","0.68","67610","67980","67560","1801.66","12.72","0.71","1797.30","1804.10","1794.30"
"2021/10/27","67290","-470","-0.69","67290","67390","67120","1788.94","-16.05","-0.89","1792.42","1794.41","1785.62"
"2021/10/26","67760","260","0.39","67910","67950","67490","1804.99","8.02","0.45","1807.90","1808.33","1801.77"
"2021/10/25","67500","-350","-0.52","67850","68000","67480","1796.98","4.12","0.23","1792.90","1801.20","1792.45"
"2021/10/22","67850","280","0.41","67570","67850","67550","1792.86","7.60","0.43","1785.40","1792.86","1783.73"
"2021/10/21","67570","520","0.78","67310","67680","67230","1785.26","9.12","0.51","1783.10","1789.33","1781.40"
"2021/10/20","67050","-330","-0.49","67030","67180","66870","1776.13","-1.77","-0.10","1768.83","1778.00","1766.97"
"2021/10/19","67380","-40","-0.06","67340","67440","67160","1777.90","12.27","0.69","1763.58","1778.58","1763.38"
"2021/10/18","67420","-680","-1.00","67290","67560","67250","1765.63","-25.82","-1.44","1770.10","1772.15","1762.15"
"2021/10/15","68100","-350","-0.51","68520","68530","68070","1791.45","-2.47","-0.14","1795.70","1796.50","1790.60"
"2021/10/14","68450","810","1.20","68800","68800","68220","1793.92","31.70","1.80","1792.52","1794.40","1786.87"
"2021/10/13","67640","-230","-0.34","67850","67860","67560","1762.23","1.40","0.08","1760.35","1763.65","1759.73"
"2021/10/12","67870","310","0.46","67380","67980","67340","1760.83","1.72","0.10","1754.25","1762.44","1750.88"
"2021/10/08","67560","70","0.10","67150","67600","67150","1759.11","-4.32","-0.24","1754.65","1760.65","1753.47"
"2021/10/07","67490","260","0.39","67610","67630","67220","1763.43","9.57","0.55","1763.75","1764.37","1756.44"
"2021/10/06","67230","10","0.01","67260","67280","67060","1753.86","-5.08","-0.29","1759.90","1760.00","1751.08"
"2021/10/05","67220","170","0.25","67570","67590","67110","1758.94","4.43","0.25","1768.15","1768.68","1756.60"
"2021/10/01","67050","1230","1.87","66790","67090","66730","1754.51","25.41","1.47","1754.55","1756.93","1750.70"
