일자,원/g_종가,원/g_대비,원/g_등락률,원/g_시가,원/g_고가,원/g_저가,$/온스_종가,$/온스_대비,$/온스_등락률,$/온스_시가,$/온스_고가,$/온스_저가
"2024/08/09","106190","40","0.04","107320","107380","105860","2420.41","23.07","0.96","2423.70","2429.05","2417.00"
"2024/08/08","106150","170","0.16","105330","106290","105300","2397.33","3.08","0.13","2385.11","2400.51","2383.49"
"2024/08/07","105980","-310","-0.29","105680","106190","105200","2394.26","-9.09","-0.38","2385.99","2397.16","2379.40"
"2024/08/06","106290","-1140","-1.06","106080","106550","105920","2403.34","-27.07","-1.11","2408.45","2417.96","2395.10"
"2024/08/05","107430","-1170","-1.08","106550","107480","106060","2430.41","-32.95","-1.34","2443.94","2457.35","2420.04"
"2024/08/02","108600","1180","1.10","107680","108790","107670","2463.36","17.79","0.73","2445.15","2468.27","2435.50"
"2024/08/01","107420","240","0.22","107690","108060","106980","2445.57","23.62","0.98","2445.26","2457.80","2437.55"
"2024/07/31","107180","800","0.75","107260","107360","106710","2421.95","33.38","1.40","2409.51","2424.41","2404.41"
"2024/07/30","106380","140","0.13","105980","106460","105840","2388.58","-2.73","-0.11","2382.30","2390.36","2376.70"
"2024/07/29","106240","700","0.66","106590","106860","106130","2391.30","22.59","0.95","2395.80","2402.41","2389.18"
"2024/07/26","105540","-200","-0.19","105050","106050","104950","2368.72","-5.32","-0.22","2362.53","2379.32","2356.38"
"2024/07/25","105740","-1770","-1.65","106480","106830","105560","2374.04","-42.35","-1.75","2400.18","2401.06","2367.30"
"2024/07/24","107510","860","0.81","107370","107690","107070","2416.39","23.45","0.98","2409.25","2419.11","2405.31"
"2024/07/23","106650","-630","-0.59","106930","107080","106410","2392.93","-10.76","-0.45","2395.84","2403.93","2388.42"
"2024/07/22","107280","-520","-0.48","107760","107810","107100","2403.69","-14.26","-0.59","2410.90","2412.10","2399.86"
"2024/07/19","107800","-1910","-1.74","108760","109060","107670","2417.95","-51.81","-2.10","2445.24","2445.24","2414.80"
"2024/07/18","109710","130","0.12","109280","109820","108840","2469.76","2.61","0.11","2460.82","2472.14","2457.80"
"2024/07/17","109580","1270","1.17","109910","110260","109300","2467.15","34.65","1.42","2468.34","2482.32","2461.99"
"2024/07/16","108310","1410","1.32","107710","108390","107680","2432.50","27.99","1.16","2422.00","2432.95","2420.12"
"2024/07/15","106900","260","0.24","106460","107330","106430","2404.51","0.21","0.01","2406.80","2413.80","2402.90"
"2024/07/12","106640","1200","1.14","106540","106810","106350","2404.30","25.69","1.08","2413.80","2415.60","2403.62"
"2024/07/11","105440","-70","-0.07","105580","105670","105270","2378.61","8.57","0.36","2372.80","2383.20","2371.60"
"2024/07/10","105510","550","0.52","105210","105680","105190","2370.03","7.00","0.30","2365.22","2370.40","2363.75"
"2024/07/09","104960","-890","-0.84","104980","105410","104930","2363.03","-16.95","-0.71","2360.85","2368.66","2360.77"
"2024/07/08","105850","930","0.89","105970","106030","105510","2379.97","15.80","0.67","2386.16","2390.90","2379.97"
"2024/07/05","104920","380","0.36","104650","105000","104390","2364.18","8.73","0.37","2356.90","2366.26","2356.17"
"2024/07/04","104540","60","0.06","105080","105130","104390","2355.44","18.50","0.79","2358.46","2362.51","2352.10"
"2024/07/03","104480","540","0.52","103910","104500","103820","2336.93","8.12","0.35","2330.35","2336.99","2327.53"
"2024/07/02","103940","770","0.75","103800","104220","103770","2328.82","2.42","0.10","2332.55","2334.30","2325.11"
"2024/07/01","103170","200","0.19","102920","103360","102900","2326.40","0.12","0.01","2325.33","2328.68","2318.61"
"2024/06/28","102970","450","0.44","103700","103740","102940","2326.28","25.25","1.10","2327.55","2328.31","2319.30"
"2024/06/27","102520","-860","-0.83","102600","103050","102420","2301.02","-14.39","-0.62","2298.01","2303.45","2296.72"
"2024/06/26","103380","-340","-0.33","103460","103930","103160","2315.41","-9.78","-0.42","2319.20","2323.10","2309.83"
"2024/06/25","103720","-60","-0.06","104090","104130","103530","2325.18","1.29","0.06","2330.90","2331.65","2323.07"
"2024/06/24","103780","-1500","-1.42","103560","103980","103450","2323.89","-34.84","-1.48","2320.25","2326.95","2317.75"
"2024/06/21","105280","960","0.92","105190","105760","105170","2358.74","15.72","0.67","2359.70","2365.55","2357.40"
"2024/06/20","104310","850","0.82","103490","104390","103450","2343.01","14.29","0.61","2329.60","2345.20","2327.95"
"2024/06/19","103460","440","0.43","103430","103510","103230","2328.72","8.69","0.37","2329.35","2331.65","2326.80"
"2024/06/18","103020","140","0.14","103020","103260","102890","2320.03","3.19","0.14","2319.95","2325.70","2319.42"
"2024/06/17","102880","390","0.38","103230","103580","102810","2316.85","5.58","0.24","2327.95","2329.47","2315.86"
"2024/06/14","102490","280","0.27","101700","102550","101690","2311.28","-2.53","-0.11","2302.35","2312.43","2301.72"
"2024/06/13","102210","-310","-0.30","102720","102750","101530","2313.80","-3.22","-0.14","2321.65","2323.25","2308.65"
"2024/06/12","102520","470","0.46","102640","102760","102260","2317.03","14.25","0.62","2316.15","2317.43","2311.16"
"2024/06/11","102050","790","0.78","102180","102380","101730","2302.78","13.85","0.60","2309.75","2311.97","2297.95"
"2024/06/10","101260","-2940","-2.82","100910","102050","100880","2288.93","-84.83","-3.57","2298.91","2300.25","2288.93"
"2024/06/07","104200","1200","1.17","104930","105060","103920","2373.76","40.41","1.73","2377.09","2387.68","2369.60"
"2024/06/05","103000","-870","-0.84","103000","103130","102490","2333.34","-14.62","-0.62","2328.35","2341.70","2326.00"
"2024/06/04","103870","1290","1.26","104000","104020","103360","2347.95","29.39","1.27","2350.65","2352.55","2343.61"
"2024/06/03","102580","-1810","-1.73","103510","103550","102400","2318.56","-26.71","-1.14","2325.50","2331.05","2314.92"
"2024/05/31","104390","1080","1.05","103970","104500","103750","2345.27","15.74","0.68","2344.35","2347.75","2337.24"
"2024/05/30","103310","0","0.00","102620","103510","102600","2329.53","-24.55","-1.04","2338.40","2339.75","2322.75"
"2024/05/29","103310","960","0.94","103050","103730","103040","2354.07","10.71","0.46","2359.32","2361.33","2351.35"
"2024/05/28","102350","-400","-0.39","103150","103160","102250","2343.37","-0.10","0.00","2352.60","2356.40","2342.05"
"2024/05/27","102750","-120","-0.12","102970","103070","102470","2343.47","7.12","0.30","2338.65","2347.55","2334.72"
"2024/05/24","102870","-730","-0.70","102110","103050","102110","2336.34","-28.84","-1.22","2331.15","2339.29","2325.64"
"2024/05/23","103600","-2270","-2.14","104370","104760","103260","2365.18","-50.91","-2.11","2382.00","2383.72","2355.25"
"2024/05/22","105870","20","0.02","106150","106360","105600","2416.09","1.07","0.04","2421.80","2426.40","2412.18"
"2024/05/21","105850","-330","-0.31","105790","106630","105680","2415.02","-20.75","-0.85","2426.65","2432.16","2407.00"
"2024/05/20","106180","2250","2.16","105360","106780","105310","2435.78","49.96","2.09","2418.70","2450.10","2416.70"
"2024/05/17","103930","700","0.68","102870","103950","102830","2385.82","-1.49","-0.06","2378.95","2386.30","2374.28"
"2024/05/16","103230","300","0.29","105240","105290","103230","2387.30","48.82","2.09","2390.97","2397.30","2386.78"
"2024/05/14","102930","-470","-0.45","102840","103230","102780","2338.49","-12.01","-0.51","2337.91","2345.70","2334.93"
"2024/05/13","103400","-670","-0.64","103860","104350","103330","2350.49","-15.60","-0.66","2361.15","2364.54","2349.52"
"2024/05/10","104070","2130","2.09","103420","104080","103020","2366.09","51.78","2.24","2347.75","2366.35","2346.09"
"2024/05/09","101940","540","0.53","101090","102070","101030","2314.30","-2.08","-0.09","2309.35","2319.66","2307.95"
"2024/05/08","101400","-90","-0.09","101250","101920","101210","2316.38","-4.52","-0.19","2315.40","2321.50","2307.46"
"2024/05/07","101490","640","0.63","101850","101930","101250","2320.90","19.11","0.83","2324.55","2329.91","2318.47"
"2024/05/03","100850","-1520","-1.48","101890","101930","100800","2301.78","-12.46","-0.54","2303.22","2308.75","2299.95"
"2024/05/02","102370","-770","-0.75","103160","103330","102370","2314.25","-7.11","-0.31","2321.70","2326.20","2313.24"
"2024/04/30","103140","30","0.03","103340","103390","102950","2321.36","-7.60","-0.33","2334.15","2336.30","2319.38"
"2024/04/29","103110","-420","-0.41","103310","103600","103060","2328.96","-12.46","-0.53","2336.40","2337.20","2322.58"
"2024/04/26","103530","950","0.93","103060","103600","102820","2341.41","20.96","0.90","2331.30","2341.41","2326.57"
"2024/04/25","102580","180","0.18","101950","102810","101940","2320.45","-5.71","-0.25","2316.05","2322.15","2307.85"
"2024/04/24","102400","490","0.48","102980","103000","101910","2326.16","26.49","1.15","2323.82","2331.22","2315.93"
"2024/04/23","101910","-2710","-2.59","103360","103500","101780","2299.68","-59.74","-2.53","2330.85","2334.55","2297.91"
"2024/04/22","104620","-1240","-1.17","106080","106100","104620","2359.41","-22.82","-0.96","2387.00","2387.65","2359.41"
"2024/04/19","105860","880","0.84","105090","108170","105040","2382.23","3.96","0.17","2380.75","2417.41","2373.95"
"2024/04/18","104980","-1040","-0.98","105530","105590","104550","2378.27","0.51","0.02","2366.87","2379.76","2364.59"
"2024/04/17","106020","-240","-0.23","106900","106940","105690","2377.76","7.59","0.32","2384.25","2385.80","2373.05"
"2024/04/16","106260","1340","1.28","106120","107490","105980","2370.17","12.12","0.51","2384.93","2389.16","2369.99"
"2024/04/15","104920","-870","-0.82","104360","105130","104280","2358.05","-34.24","-1.43","2359.90","2365.36","2349.86"
"2024/04/12","105790","3260","3.18","104230","105830","104160","2392.29","54.56","2.33","2376.70","2395.10","2374.91"
"2024/04/11","102530","340","0.33","101750","102900","101710","2337.73","-8.27","-0.35","2335.85","2346.72","2333.58"
"2024/04/09","102190","580","0.57","101780","102300","101720","2346.00","10.56","0.45","2339.51","2348.05","2338.05"
"2024/04/08","101610","2490","2.51","100530","102230","100280","2335.43","56.56","2.48","2311.40","2350.30","2303.64"
"2024/04/05","99120","-320","-0.32","99190","99540","98490","2278.87","-17.12","-0.75","2290.30","2291.14","2268.10"
"2024/04/04","99440","470","0.47","99790","99790","99280","2295.99","13.95","0.61","2301.01","2303.11","2295.30"
"2024/04/03","98970","970","0.99","99180","99230","98800","2282.04","27.76","1.23","2281.50","2288.03","2277.05"
"2024/04/02","98000","-110","-0.11","97660","98160","97570","2254.28","-7.25","-0.32","2251.10","2258.30","2247.08"
"2024/04/01","98110","1400","1.45","97050","98160","96940","2261.53","28.79","1.29","2240.60","2265.50","2240.60"
"2024/03/29","96710","1590","1.67","96640","96900","96540","2232.75","34.95","1.59","2232.75","2232.75","2232.75"
"2024/03/28","95120","650","0.69","95030","95180","94820","2197.80","19.18","0.88","2191.53","2200.62","2187.47"
"2024/03/27","94470","940","1.01","93820","94480","93820","2178.61","6.81","0.31","2178.61","2180.64","2173.75"
"2024/03/26","93530","70","0.07","93720","93780","93240","2171.80","5.92","0.27","2171.95","2174.50","2167.91"
"2024/03/25","93460","-50","-0.05","93250","93710","93250","2165.89","-7.17","-0.33","2167.00","2177.80","2164.19"
"2024/03/22","93510","-270","-0.29","92750","93860","92730","2173.06","-32.78","-1.49","2181.60","2186.00","2172.08"
"2024/03/21","93780","860","0.93","94920","95030","93700","2205.84","48.79","2.26","2203.53","2210.14","2192.78"
"2024/03/20","92920","50","0.05","92960","93020","92710","2157.05","1.17","0.05","2158.10","2160.20","2155.30"
"2024/03/19","92870","800","0.87","92670","93070","92650","2155.88","8.80","0.41","2161.20","2162.95","2154.32"
"2024/03/18","92070","-680","-0.73","92170","92470","91900","2147.07","-21.16","-0.98","2154.60","2157.55","2146.21"
"2024/03/15","92750","880","0.96","91580","92770","91540","2168.23","-0.44","-0.02","2161.75","2169.85","2160.70"
"2024/03/14","91870","630","0.69","91970","92170","91850","2168.67","9.85","0.46","2176.10","2177.20","2167.99"
"2024/03/13","91240","-440","-0.48","90910","91330","90870","2158.82","-16.18","-0.74","2156.90","2161.55","2155.93"
"2024/03/12","91680","-110","-0.12","91930","92230","91530","2175.00","-3.88","-0.18","2182.10","2184.50","2174.50"
"2024/03/11","91790","70","0.08","92610","92660","91750","2178.88","17.34","0.80","2182.60","2188.80","2176.96"
"2024/03/08","91720","-440","-0.48","92450","92520","91540","2161.55","7.82","0.36","2160.50","2163.41","2154.24"
"2024/03/07","92160","930","1.02","92210","92360","91530","2153.73","27.48","1.29","2149.20","2160.05","2144.46"
"2024/03/06","91230","450","0.50","91310","91420","91090","2126.25","10.38","0.49","2128.20","2128.75","2123.86"
"2024/03/05","90780","1670","1.87","90520","90930","90450","2115.88","34.08","1.64","2114.85","2119.75","2110.64"
"2024/03/04","89110","1920","2.20","89290","89290","88940","2081.80","45.06","2.21","2085.80","2085.84","2079.59"
"2024/02/29","87190","120","0.14","87270","87430","87170","2036.73","5.99","0.29","2035.40","2037.04","2034.04"
"2024/02/28","87070","30","0.03","86900","87320","86870","2030.74","-3.27","-0.16","2030.71","2033.80","2029.32"
"2024/02/27","87040","0","0.00","86920","87080","86910","2034.01","0.28","0.01","2031.10","2035.00","2030.75"
"2024/02/26","87040","610","0.71","87070","87100","86920","2033.73","14.05","0.70","2034.79","2034.79","2030.00"
"2024/02/23","86430","-240","-0.28","86540","86660","86370","2019.67","-9.26","-0.46","2025.70","2027.40","2018.34"
"2024/02/22","86670","-430","-0.49","86940","86950","86650","2028.93","-0.92","-0.05","2026.10","2030.40","2025.20"
"2024/02/21","87100","220","0.25","87050","87180","86770","2029.85","9.54","0.47","2024.21","2032.13","2022.95"
"2024/02/20","86880","60","0.07","86580","86900","86540","2020.31","-2.18","-0.11","2016.90","2020.31","2015.00"
"2024/02/19","86820","780","0.91","86420","86850","86280","2022.48","18.55","0.93","2012.80","2022.80","2011.11"
"2024/02/16","86040","560","0.66","85960","86040","85610","2003.93","10.90","0.55","2004.21","2005.71","2002.48"
"2024/02/15","85480","-50","-0.06","85570","85610","85320","1993.03","0.81","0.04","1993.03","1994.30","1990.38"
"2024/02/14","85530","-840","-0.97","85050","85810","85010","1992.22","-30.46","-1.51","1991.88","1993.80","1988.99"
"2024/02/13","86370","-460","-0.53","86230","86370","86090","2022.69","-10.59","-0.52","2019.20","2022.79","2016.99"
"2024/02/08","86830","60","0.07","86930","87080","86720","2033.28","0.69","0.03","2036.36","2038.56","2031.59"
"2024/02/07","86770","240","0.28","86870","86910","86560","2032.59","5.30","0.26","2035.25","2036.16","2032.49"
"2024/02/06","86530","-340","-0.39","86620","86910","86380","2027.29","-3.09","-0.15","2024.40","2029.80","2023.65"
"2024/02/05","86870","-550","-0.63","86820","87700","86710","2030.38","-25.36","-1.23","2041.70","2041.70","2028.41"
"2024/02/02","87420","-80","-0.09","88040","88040","87290","2055.74","12.11","0.59","2056.15","2056.87","2052.01"
"2024/02/01","87500","220","0.25","87580","87680","87420","2043.62","9.44","0.46","2041.20","2048.98","2039.48"
"2024/01/31","87280","300","0.34","87030","87410","87010","2034.18","-0.85","-0.04","2036.20","2038.65","2032.99"
"2024/01/30","86980","-110","-0.13","87220","87250","86810","2035.04","7.02","0.35","2031.10","2036.05","2029.87"
"2024/01/29","87090","230","0.26","87080","87120","86810","2028.02","6.24","0.31","2026.80","2028.20","2019.44"
"2024/01/26","86860","310","0.36","86790","87080","86730","2021.78","6.47","0.32","2020.90","2024.22","2019.51"
"2024/01/25","86550","-610","-0.70","86680","86730","86450","2015.30","-12.44","-0.61","2016.40","2017.70","2014.59"
"2024/01/24","87160","110","0.13","86940","87380","86910","2027.74","-2.92","-0.14","2027.95","2029.53","2022.97"
"2024/01/23","87050","10","0.01","87010","87150","86680","2030.66","8.62","0.43","2021.30","2031.70","2019.70"
"2024/01/22","87040","-70","-0.08","87290","87300","86810","2022.04","-1.45","-0.07","2027.73","2032.12","2020.20"
"2024/01/19","87110","450","0.52","87080","87190","86770","2023.49","11.61","0.58","2021.80","2025.42","2020.45"
"2024/01/18","86660","-580","-0.66","86830","86980","86580","2011.88","-6.75","-0.33","2009.07","2012.82","2005.99"
"2024/01/17","87240","-500","-0.57","86790","87690","86760","2018.63","-30.43","-1.48","2027.00","2032.55","2017.83"
"2024/01/16","87740","440","0.50","87200","87800","87160","2049.05","-7.71","-0.37","2054.40","2055.40","2047.45"
"2024/01/15","87300","1360","1.58","86430","87360","86420","2056.76","21.69","1.07","2046.75","2058.12","2045.98"
"2024/01/12","85940","60","0.07","85820","86070","85740","2035.08","0.43","0.02","2033.10","2036.92","2030.10"
"2024/01/11","85880","-80","-0.09","85980","86070","85830","2034.64","9.19","0.45","2025.80","2035.30","2025.69"
"2024/01/10","85960","-110","-0.13","85870","86300","85810","2025.45","-9.21","-0.45","2030.10","2032.85","2024.47"
"2024/01/09","86070","50","0.06","85850","86070","85610","2034.66","1.70","0.08","2029.00","2035.93","2028.69"
"2024/01/08","86020","-320","-0.37","86460","86470","85910","2032.96","-8.64","-0.42","2044.47","2046.65","2028.85"
"2024/01/05","86340","160","0.19","86040","86590","86040","2041.60","-4.54","-0.22","2042.85","2048.25","2041.12"
"2024/01/04","86180","-420","-0.48","85690","86330","85680","2046.14","-18.14","-0.88","2042.72","2048.70","2040.30"
"2024/01/03","86600","-160","-0.18","86100","87050","86080","2064.29","-10.87","-0.52","2059.47","2066.07","2058.85"
"2024/01/02","86760","380","0.44","85530","86860","85410","2075.16","-10.72","-0.51","2065.45","2076.65","2062.59"
"2023/12/28","86380","420","0.49","86490","86590","86270","2085.89","19.89","0.96","2078.66","2088.75","2078.21"
"2023/12/27","85960","20","0.02","86010","86140","85800","2065.99","1.20","0.06","2066.55","2067.80","2064.05"
"2023/12/26","85940","180","0.21","86100","86250","85760","2064.80","17.59","0.86","2055.30","2065.25","2053.59"
"2023/12/22","85760","340","0.40","85980","86230","85500","2047.21","11.36","0.56","2049.00","2054.95","2047.12"
"2023/12/21","85420","180","0.21","84870","85460","84840","2035.86","-5.28","-0.26","2032.22","2038.22","2031.60"
"2023/12/20","85240","100","0.12","85740","85830","85060","2041.14","16.36","0.81","2039.25","2042.50","2037.00"
"2023/12/19","85140","700","0.83","84510","85180","84480","2024.79","0.24","0.01","2026.35","2029.30","2021.85"
"2023/12/18","84440","-390","-0.46","84100","84570","84040","2024.55","-10.59","-0.52","2017.70","2024.90","2016.14"
"2023/12/15","84830","60","0.07","84910","84910","84460","2035.13","-0.30","-0.01","2038.70","2038.70","2031.40"
"2023/12/14","84770","950","1.13","86070","86280","84480","2035.43","60.33","3.05","2028.30","2039.15","2026.22"
"2023/12/13","83820","-140","-0.17","83700","84000","83590","1975.11","-12.35","-0.62","1981.14","1982.90","1973.75"
"2023/12/12","83960","-620","-0.73","83940","84120","83810","1987.45","-10.93","-0.55","1983.15","1988.80","1982.10"
"2023/12/11","84580","-690","-0.81","84310","84950","84240","1998.38","-31.04","-1.53","2006.75","2007.73","1995.10"
"2023/12/08","85270","-1130","-1.31","86390","86430","85220","2029.42","1.61","0.08","2027.50","2034.10","2026.98"
"2023/12/07","86400","880","1.03","85550","86480","85540","2027.81","2.10","0.10","2026.44","2030.04","2025.41"
"2023/12/06","85520","-170","-0.20","85100","85570","85050","2025.71","-6.92","-0.34","2018.60","2027.00","2017.49"
"2023/12/05","85690","-1620","-1.86","85130","86050","85060","2032.63","-49.98","-2.40","2030.50","2041.15","2028.83"
"2023/12/04","87310","1660","1.94","89070","89590","87230","2082.61","42.52","2.08","2121.55","2134.01","2082.35"
"2023/12/01","85650","860","1.01","84590","85780","84590","2040.10","-4.20","-0.21","2039.45","2043.50","2038.70"
"2023/11/30","84790","-10","-0.01","84780","85060","84610","2044.30","-0.90","-0.04","2044.71","2047.07","2041.55"
"2023/11/29","84800","970","1.16","84990","85040","84560","2045.19","29.66","1.47","2043.25","2051.90","2043.00"
"2023/11/28","83830","-440","-0.52","84430","84490","83680","2015.54","5.24","0.26","2014.28","2017.94","2013.60"
"2023/11/27","84270","540","0.64","84060","84620","83900","2010.30","16.84","0.85","2001.30","2017.88","2001.26"
"2023/11/24","83730","440","0.53","83170","83740","83160","1993.45","-3.06","-0.15","1993.80","1994.97","1991.60"
"2023/11/23","83290","-330","-0.39","83250","83490","83070","1996.51","-3.44","-0.17","1991.10","1998.10","1990.38"
"2023/11/22","83620","1100","1.33","82870","83630","82850","1999.94","8.98","0.45","1999.40","2001.30","1995.59"
"2023/11/21","82520","250","0.30","82240","82690","81990","1990.96","9.78","0.49","1980.40","1994.30","1980.21"
"2023/11/20","82270","-410","-0.50","82480","82650","81960","1981.18","-1.77","-0.09","1978.20","1985.00","1973.66"
"2023/11/17","82680","720","0.88","82630","82790","82360","1982.95","17.26","0.88","1981.80","1987.12","1981.49"
"2023/11/16","81960","-390","-0.47","82000","82450","81900","1965.69","-3.44","-0.17","1960.67","1966.34","1956.59"
"2023/11/15","82350","-740","-0.89","83870","83880","82010","1969.14","24.46","1.26","1963.00","1970.36","1961.60"
"2023/11/14","83090","460","0.56","82940","83170","82570","1944.67","5.13","0.26","1946.70","1948.38","1943.83"
"2023/11/13","82630","-240","-0.29","82160","82670","81280","1939.55","-17.84","-0.91","1940.60","1942.01","1919.95"
"2023/11/10","82870","740","0.90","82510","83100","82490","1957.38","7.50","0.38","1958.95","1960.85","1955.86"
"2023/11/09","82130","-810","-0.98","82200","82420","81780","1949.88","-18.40","-0.93","1950.85","1954.64","1947.97"
"2023/11/08","82940","30","0.04","82780","82960","82270","1968.29","-3.44","-0.17","1968.70","1971.05","1965.10"
"2023/11/07","82910","120","0.14","82500","83120","82410","1971.72","-13.22","-0.67","1977.89","1977.89","1971.14"
"2023/11/06","82790","-1710","-2.02","84560","84570","82770","1984.94","-2.51","-0.13","1988.95","1993.01","1982.38"
"2023/11/03","84500","-1230","-1.43","85710","85750","84140","1987.45","1.82","0.09","1985.20","1987.80","1983.40"
"2023/11/02","85730","-700","-0.81","86620","86650","85570","1985.63","5.00","0.25","1984.98","1988.00","1983.56"
"2023/11/01","86430","-130","-0.15","86170","86490","86120","1980.63","-12.94","-0.65","1984.60","1984.80","1975.48"
"2023/10/31","86560","-190","-0.22","86640","86690","86350","1993.58","-3.87","-0.19","1994.80","1997.33","1990.86"
"2023/10/30","86750","70","0.08","87320","87410","86740","1997.44","9.17","0.46","2003.10","2006.77","1997.04"
"2023/10/27","86680","-110","-0.13","86790","86820","86110","1988.28","3.35","0.17","1985.00","1990.10","1982.95"
"2023/10/26","86790","1140","1.33","86010","86930","85990","1984.93","11.07","0.56","1982.06","1989.54","1981.68"
"2023/10/25","85650","260","0.30","85130","85730","85120","1973.86","-3.67","-0.19","1971.35","1976.80","1970.99"
"2023/10/24","85390","-580","-0.67","85900","85910","85250","1977.53","2.22","0.11","1973.70","1980.63","1971.72"
"2023/10/23","85970","50","0.06","85920","86080","85440","1975.31","-0.79","-0.04","1975.94","1977.47","1964.68"
"2023/10/20","85920","950","1.12","86180","86400","85850","1976.09","29.13","1.50","1974.70","1981.88","1972.21"
"2023/10/19","84970","940","1.12","84630","85250","84610","1946.96","10.35","0.53","1950.35","1953.19","1945.40"
"2023/10/18","84030","590","0.71","83740","84460","83740","1936.62","19.22","1.00","1924.20","1942.25","1923.96"
"2023/10/17","83440","190","0.23","83570","83640","83050","1917.39","4.49","0.23","1920.25","1921.77","1912.55"
"2023/10/16","83250","1770","2.17","83460","83730","83230","1912.90","35.73","1.90","1922.95","1926.05","1912.25"
"2023/10/13","81480","460","0.57","80520","81480","80500","1877.17","-5.49","-0.29","1871.05","1878.25","1870.30"
"2023/10/12","81020","820","1.02","80720","81080","80680","1882.65","19.23","1.03","1875.35","1882.70","1874.60"
"2023/10/11","80200","-310","-0.39","80720","80720","80000","1863.42","7.73","0.42","1860.39","1863.42","1858.76"
"2023/10/10","80510","1550","1.96","80790","80890","80510","1855.69","36.45","2.00","1861.45","1865.50","1855.69"
"2023/10/06","78960","-220","-0.28","79130","79150","78780","1819.24","-4.30","-0.24","1822.46","1824.65","1818.69"
"2023/10/05","79180","-540","-0.68","79950","79960","79040","1823.55","4.97","0.27","1823.69","1829.20","1821.96"
"2023/10/04","79720","-2590","-3.15","79160","79840","79080","1818.58","-78.85","-4.16","1824.79","1825.20","1816.77"
"2023/09/27","82310","-580","-0.70","82440","82850","82190","1897.42","-14.44","-0.76","1901.45","1903.78","1895.89"
"2023/09/26","82890","290","0.35","82350","83040","82340","1911.86","-10.51","-0.55","1916.55","1916.75","1911.86"
