일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2022/09/20","760.35","8.44","1.12","758.35","764.40","757.33","804841.0","5303730.0","3.4690223E8"
"2022/09/19","751.91","-18.13","-2.35","771.52","772.45","750.64","882638.0","6345057.0","3.42941151E8"
"2022/09/16","770.04","-11.34","-1.45","776.49","780.25","768.70","889033.0","7489956.0","3.51206467E8"
"2022/09/15","781.38","-1.55","-0.20","786.33","787.00","780.31","851719.0","7269660.0","3.55934998E8"
"2022/09/14","782.93","-13.86","-1.74","775.93","784.45","770.05","858083.0","6759115.0","3.56659511E8"
"2022/09/13","796.79","18.98","2.44","790.89","796.83","790.83","842463.0","6199033.0","3.62871798E8"
"2022/09/08","777.81","9.62","1.25","776.59","781.52","775.31","738189.0","6231333.0","3.54230892E8"
"2022/09/07","768.19","-11.27","-1.45","776.82","776.99","765.08","795843.0","6394707.0","3.49785644E8"
"2022/09/06","779.46","8.03","1.04","774.23","781.90","774.23","732725.0","5369171.0","3.54746927E8"
"2022/09/05","771.43","-14.45","-1.84","784.83","786.60","768.82","741715.0","5639235.0","3.5097275E8"
"2022/09/02","785.88","-2.44","-0.31","793.11","795.87","784.67","801799.0","5893632.0","3.57503274E8"
"2022/09/01","788.32","-18.72","-2.32","800.74","801.02","788.13","711356.0","6645920.0","3.58507548E8"
"2022/08/31","807.04","10.02","1.26","792.33","807.19","791.01","637456.0","5866887.0","3.66816015E8"
"2022/08/30","797.02","17.13","2.20","783.99","797.03","783.99","667241.0","6078637.0","3.62303883E8"
"2022/08/29","779.89","-22.56","-2.81","780.48","783.45","775.33","619621.0","5372133.0","3.54410894E8"
"2022/08/26","802.45","-4.92","-0.61","810.33","813.00","801.84","718361.0","6067799.0","3.64598714E8"
"2022/08/25","807.37","14.23","1.79","795.18","807.37","794.16","630310.0","5596399.0","3.667886E8"
"2022/08/24","793.14","9.72","1.24","788.36","793.14","782.97","714898.0","5801415.0","3.60258576E8"
"2022/08/23","783.42","-12.45","-1.56","789.95","793.81","781.92","855724.0","5956122.0","3.55825721E8"
"2022/08/22","795.87","-18.30","-2.25","806.90","806.92","795.87","811881.0","5828845.0","3.61316213E8"
"2022/08/19","814.17","-11.89","-1.44","827.25","827.32","814.17","887455.0","6614538.0","3.69234113E8"
"2022/08/18","826.06","-1.36","-0.16","822.71","826.75","817.52","950528.0","7063799.0","3.74250513E8"
"2022/08/17","827.42","-7.32","-0.88","834.91","834.96","825.46","1129912.0","7729891.0","3.75022273E8"
"2022/08/16","834.74","3.11","0.37","835.20","836.49","831.69","887226.0","7363288.0","3.78527165E8"
"2022/08/12","831.63","-0.52","-0.06","831.18","833.70","826.72","792427.0","7062541.0","3.76887724E8"
"2022/08/11","832.15","11.88","1.45","831.99","834.88","828.27","897833.0","7029242.0","3.76921675E8"
"2022/08/10","820.27","-13.38","-1.60","829.29","829.29","820.27","897225.0","6394377.0","3.71625462E8"
