일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2024/09/20","3854.20","-25.79","-0.66","3888.68","3894.47","3852.40","7996.0","138179.0","2.7028219E7"
"2024/09/19","3879.99","51.50","1.35","3872.26","3881.17","3823.82","8425.0","129839.0","2.721042E7"
"2024/09/13","3828.49","28.35","0.75","3815.11","3838.93","3797.08","2387.0","62626.0","2.6849719E7"
"2024/09/12","3800.14","41.60","1.11","3777.26","3802.13","3759.24","3102.0","99955.0","2.6650498E7"
"2024/09/11","3758.54","-21.04","-0.56","3797.55","3809.23","3739.49","2304.0","94119.0","2.6362378E7"
"2024/09/10","3779.58","-1.29","-0.03","3797.05","3841.65","3772.56","2308.0","118666.0","2.6511816E7"
"2024/09/09","3780.87","78.22","2.11","3655.21","3797.49","3625.93","2508.0","112436.0","2.6509467E7"
"2024/09/06","3702.65","-53.97","-1.44","3756.36","3762.81","3681.23","3518.0","84420.0","2.5967471E7"
"2024/09/05","3756.62","-8.25","-0.22","3783.54","3812.74","3732.97","3116.0","76989.0","2.6343703E7"
"2024/09/04","3764.87","-103.10","-2.67","3807.79","3812.62","3762.74","4368.0","107990.0","2.6400553E7"
"2024/09/03","3867.97","8.38","0.22","3868.20","3894.07","3839.26","3696.0","113945.0","2.7118639E7"
"2024/09/02","3859.59","-18.16","-0.47","3898.36","3911.88","3852.86","6032.0","95666.0","2.7061567E7"
"2024/08/30","3877.75","38.73","1.01","3850.96","3897.42","3850.96","2650.0","125987.0","2.7190557E7"
"2024/08/29","3839.02","-93.69","-2.38","3930.73","3930.73","3836.10","3705.0","118709.0","2.6920928E7"
"2024/08/28","3932.71","-38.53","-0.97","3966.07","3981.61","3924.90","3166.0","91801.0","2.7573654E7"
"2024/08/27","3971.24","29.62","0.75","3948.78","3971.24","3914.37","2628.0","85600.0","2.7842303E7"
"2024/08/26","3941.62","-15.45","-0.39","3971.08","3971.08","3886.03","3432.0","148662.0","2.7635268E7"
"2024/08/23","3957.07","-54.04","-1.35","3986.17","3991.40","3954.28","2839.0","115649.0","2.7743763E7"
"2024/08/22","4011.11","-33.90","-0.84","4059.69","4059.69","3975.95","3556.0","112000.0","2.8122338E7"
"2024/08/21","4045.01","-23.39","-0.57","4070.07","4086.11","4021.13","3586.0","143286.0","2.8358179E7"
"2024/08/20","4068.40","27.57","0.68","4058.49","4092.21","4048.39","3927.0","168525.0","2.8521379E7"
"2024/08/19","4040.83","-60.95","-1.49","4092.61","4092.90","4028.80","5887.0","204232.0","2.8329336E7"
"2024/08/16","4101.78","-111.63","-2.65","4219.02","4221.32","4097.71","6789.0","260596.0","2.8755431E7"
"2024/08/14","4213.41","8.58","0.20","4235.81","4297.30","4178.05","8922.0","448759.0","2.953354E7"
"2024/08/13","4204.83","39.04","0.94","4160.35","4225.31","4160.35","7981.0","204222.0","2.9472857E7"
"2024/08/12","4165.79","-0.22","-0.01","4180.36","4187.91","4124.13","6529.0","149466.0","2.9201258E7"
"2024/08/09","4166.01","10.54","0.25","4185.76","4199.03","4144.53","28672.0","286987.0","2.9200597E7"
"2024/08/08","4155.47","-5.51","-0.13","4145.84","4171.98","4090.00","5064.0","124929.0","2.9126997E7"
"2024/08/07","4160.98","112.36","2.78","4024.64","4204.95","4024.64","7623.0","183251.0","2.9165433E7"
"2024/08/06","4048.62","90.58","2.29","4061.37","4117.84","3988.47","8678.0","229296.0","2.8378293E7"
"2024/08/05","3958.04","-301.14","-7.07","4171.51","4177.69","3849.88","13986.0","295842.0","2.7743242E7"
"2024/08/02","4259.18","-126.73","-2.89","4327.42","4344.83","4235.90","7514.0","208082.0","2.9850309E7"
"2024/08/01","4385.91","-39.50","-0.89","4415.68","4451.62","4384.96","5614.0","174817.0","3.073242E7"
"2024/07/31","4425.41","68.41","1.57","4357.90","4458.23","4355.70","10782.0","219636.0","3.1007724E7"
"2024/07/30","4357.00","-46.66","-1.06","4388.45","4429.98","4357.00","4069.0","111265.0","3.0533579E7"
"2024/07/29","4403.66","55.58","1.28","4349.99","4429.99","4336.10","4909.0","143496.0","3.0856423E7"
"2024/07/26","4348.08","-13.72","-0.31","4374.95","4394.44","4329.30","4959.0","132388.0","3.0471879E7"
"2024/07/25","4361.80","-143.43","-3.18","4472.74","4472.74","4353.89","9091.0","265213.0","3.0565189E7"
"2024/07/24","4505.23","30.23","0.68","4477.56","4518.45","4459.54","16753.0","278561.0","3.1560783E7"
"2024/07/23","4475.00","115.77","2.66","4380.51","4479.37","4380.51","6372.0","208921.0","3.135338E7"
"2024/07/22","4359.23","-43.33","-0.98","4391.19","4400.03","4311.95","5306.0","157759.0","3.0544749E7"
"2024/07/19","4402.56","-45.29","-1.02","4408.28","4415.85","4377.56","4937.0","133496.0","3.0848025E7"
"2024/07/18","4447.85","44.97","1.02","4370.70","4447.85","4340.72","6268.0","189839.0","3.1165398E7"
"2024/07/17","4402.88","1.46","0.03","4430.48","4437.58","4383.95","6053.0","184570.0","3.0854505E7"
"2024/07/16","4401.42","-31.33","-0.71","4427.60","4453.17","4391.24","5895.0","172357.0","3.084322E7"
"2024/07/15","4432.75","64.77","1.48","4376.65","4457.45","4372.70","6127.0","268045.0","3.106324E7"
"2024/07/12","4367.98","-64.20","-1.45","4440.74","4440.74","4356.81","6773.0","201553.0","3.0613692E7"
"2024/07/11","4432.18","22.95","0.52","4419.06","4518.37","4382.59","10362.0","368122.0","3.1055382E7"
"2024/07/10","4409.23","-42.59","-0.96","4432.54","4451.94","4388.20","11190.0","236444.0","3.0897133E7"
"2024/07/09","4451.82","17.21","0.39","4465.23","4471.47","4433.21","22847.0","394788.0","3.1190008E7"
"2024/07/08","4434.61","109.30","2.53","4327.34","4451.47","4311.93","71852.0","480550.0","3.1071152E7"
"2024/07/05","4325.31","5.30","0.12","4329.88","4357.45","4320.06","6107.0","194881.0","3.031382E7"
"2024/07/04","4320.01","-32.89","-0.76","4381.09","4391.67","4295.22","8288.0","219005.0","3.0277073E7"
"2024/07/03","4352.90","-52.38","-1.19","4418.10","4419.37","4297.46","8241.0","223360.0","3.050381E7"
"2024/07/02","4405.28","-31.03","-0.70","4401.73","4440.28","4349.09","10314.0","248129.0","3.0871199E7"
"2024/07/01","4436.31","-180.03","-3.90","4597.70","4601.15","4426.26","13175.0","356531.0","3.1089131E7"
"2024/06/28","4616.34","111.34","2.47","4532.02","4626.05","4518.77","34766.0","461338.0","3.2338933E7"
"2024/06/27","4505.00","-62.51","-1.37","4549.54","4582.80","4489.67","8351.0","229526.0","3.1566023E7"
"2024/06/26","4567.51","-30.03","-0.65","4585.32","4651.17","4530.03","8315.0","239439.0","3.2005336E7"
"2024/06/25","4597.54","-22.71","-0.49","4634.73","4656.51","4577.08","9582.0","224505.0","3.2213196E7"
"2024/06/24","4620.25","-108.45","-2.29","4753.92","4768.69","4599.57","15757.0","332380.0","3.2366444E7"
"2024/06/21","4728.70","66.11","1.42","4643.63","4744.69","4596.24","17463.0","522298.0","3.3117329E7"
"2024/06/20","4662.59","-51.28","-1.09","4717.39","4759.86","4643.91","19854.0","468121.0","3.2664335E7"
"2024/06/19","4713.87","-186.66","-3.81","4888.42","4888.42","4656.65","26530.0","640407.0","3.3017577E7"
"2024/06/18","4900.53","-23.53","-0.48","4984.42","4993.89","4837.93","44601.0","701244.0","3.43172E7"
"2024/06/17","4924.06","158.40","3.32","4814.46","4957.31","4774.51","106931.0","1240507.0","3.4480163E7"
"2024/06/14","4765.66","161.78","3.51","4639.50","4876.65","4634.32","209034.0","1407491.0","3.3385833E7"
"2024/06/13","4603.88","1.30","0.03","4616.47","4689.31","4598.90","25208.0","472104.0","3.2259593E7"
"2024/06/12","4602.58","106.51","2.37","4507.15","4602.58","4458.44","69377.0","506863.0","3.2251407E7"
"2024/06/11","4496.07","-29.05","-0.64","4572.15","4616.93","4479.49","132233.0","717822.0","3.1507572E7"
"2024/06/10","4525.12","266.87","6.27","4263.99","4544.36","4250.36","68555.0","922562.0","3.1712928E7"
"2024/06/07","4258.25","75.53","1.81","4266.49","4287.59","4236.60","52151.0","476227.0","2.9854939E7"
"2024/06/05","4182.72","28.49","0.69","4150.04","4211.64","4147.23","7811.0","189601.0","2.9326976E7"
"2024/06/04","4154.23","-87.85","-2.07","4204.92","4218.18","4130.61","10493.0","232382.0","2.9126504E7"
"2024/06/03","4242.08","103.77","2.51","4186.16","4260.37","4176.00","17028.0","314714.0","2.9741393E7"
"2024/05/31","4138.31","-10.29","-0.25","4156.99","4164.74","4116.90","13791.0","190522.0","2.9025302E7"
"2024/05/30","4148.60","-56.82","-1.35","4199.76","4203.26","4132.78","16736.0","180591.0","2.9096194E7"
"2024/05/29","4205.42","-28.91","-0.68","4209.82","4251.43","4186.90","16572.0","215609.0","2.9492199E7"
"2024/05/28","4234.33","33.84","0.81","4207.02","4252.64","4189.10","14794.0","262214.0","2.9697524E7"
"2024/05/27","4200.49","55.54","1.34","4162.24","4264.11","4155.58","35626.0","407755.0","2.946428E7"
"2024/05/24","4144.95","86.82","2.14","4037.50","4166.42","4008.48","89796.0","602434.0","2.9077489E7"
"2024/05/23","4058.13","-56.12","-1.36","4099.44","4117.65","4051.01","8570.0","181941.0","2.8475685E7"
"2024/05/22","4114.25","71.52","1.77","4042.08","4143.42","4042.08","10556.0","297450.0","2.8865508E7"
"2024/05/21","4042.73","-29.92","-0.73","4085.93","4110.89","4029.15","12523.0","276040.0","2.8367417E7"
