일자,전체,SK에너지,GS칼텍스,현대오일뱅크,S-OIL,알뜰주유소,자가상표
"2024/06/18","1477.68","1487.86","1486.57","1477.31","1472.17","1452.86","1462.49"
"2024/06/17","1477.93","1488.21","1486.35","1477.65","1472.59","1453.30","1462.37"
"2024/06/16","1478.02","1488.54","1486.53","1477.64","1472.46","1453.17","1463.85"
"2024/06/15","1478.58","1489.11","1487.30","1478.24","1473.16","1453.09","1464.16"
"2024/06/14","1479.12","1488.23","1487.95","1479.17","1474.34","1454.62","1466.06"
"2024/06/13","1480.16","1489.10","1489.09","1480.20","1475.26","1456.01","1467.44"
"2024/06/12","1481.37","1490.39","1490.59","1481.40","1476.04","1457.56","1467.12"
"2024/06/11","1483.48","1492.67","1492.39","1483.16","1478.40","1460.07","1467.97"
"2024/06/10","1486.14","1495.34","1495.68","1485.74","1480.51","1462.93","1469.58"
"2024/06/09","1487.65","1496.99","1496.86","1486.96","1482.79","1463.70","1473.15"
"2024/06/08","1488.70","1498.21","1497.97","1487.89","1483.92","1464.25","1474.68"
"2024/06/07","1490.85","1500.08","1499.71","1490.97","1485.78","1466.55","1475.84"
"2024/06/06","1492.49","1502.07","1501.13","1492.29","1487.56","1468.11","1476.85"
"2024/06/05","1495.01","1504.01","1504.54","1495.47","1489.57","1470.03","1480.40"
"2024/06/04","1497.91","1506.90","1507.11","1498.44","1492.84","1472.75","1481.48"
"2024/06/03","1500.45","1509.22","1509.31","1500.86","1495.94","1475.66","1484.05"
"2024/06/02","1501.70","1510.79","1510.47","1501.73","1497.51","1476.57","1484.72"
"2024/06/01","1502.62","1511.92","1512.09","1502.52","1498.44","1476.09","1485.65"
"2024/05/31","1505.54","1514.77","1514.83","1506.14","1501.16","1478.65","1487.59"
"2024/05/30","1507.42","1516.80","1516.60","1508.34","1502.71","1480.34","1489.22"
"2024/05/29","1509.36","1519.01","1518.49","1510.14","1504.57","1482.16","1491.49"
"2024/05/28","1511.65","1521.63","1520.53","1512.36","1506.96","1484.07","1493.53"
"2024/05/27","1514.70","1524.40","1523.80","1515.24","1509.82","1487.98","1497.78"
"2024/05/26","1516.36","1526.23","1525.63","1516.35","1511.82","1489.24","1499.64"
"2024/05/25","1517.61","1527.18","1527.30","1517.67","1512.99","1490.55","1500.71"
"2024/05/24","1520.09","1529.48","1529.68","1520.61","1515.50","1492.75","1502.94"
"2024/05/23","1523.07","1532.11","1532.41","1523.77","1518.63","1496.22","1506.14"
"2024/05/22","1526.39","1535.50","1535.76","1527.06","1521.97","1499.41","1509.13"
"2024/05/21","1529.50","1538.23","1539.32","1530.30","1524.88","1502.81","1511.71"
"2024/05/20","1532.88","1542.26","1541.96","1532.99","1528.21","1507.31","1515.01"
"2024/05/19","1534.76","1544.42","1543.73","1534.18","1530.51","1509.45","1514.53"
"2024/05/18","1535.89","1545.60","1545.05","1535.21","1531.91","1509.91","1515.85"
"2024/05/17","1539.03","1548.41","1548.39","1539.20","1534.40","1513.14","1517.51"
"2024/05/16","1541.71","1551.06","1550.51","1541.79","1537.08","1516.87","1520.35"
"2024/05/15","1543.62","1552.74","1552.02","1544.30","1539.15","1518.58","1522.18"
"2024/05/14","1546.05","1555.18","1555.01","1546.47","1541.60","1520.52","1525.36"
"2024/05/13","1549.40","1558.42","1559.34","1549.03","1544.67","1524.37","1529.33"
"2024/05/12","1551.45","1560.72","1560.97","1550.55","1547.53","1526.06","1532.03"
"2024/05/11","1552.59","1561.80","1562.37","1551.65","1548.62","1527.09","1533.54"
"2024/05/10","1555.02","1564.14","1564.39","1554.60","1550.99","1529.58","1535.92"
"2024/05/09","1557.31","1566.06","1566.43","1557.16","1553.55","1532.20","1536.21"
"2024/05/08","1559.69","1568.19","1569.51","1559.79","1555.84","1533.71","1538.69"
"2024/05/07","1561.64","1570.03","1570.94","1562.43","1557.46","1535.77","1543.21"
"2024/05/06","1562.47","1570.79","1571.68","1563.00","1558.51","1536.95","1544.15"
"2024/05/05","1562.77","1570.98","1572.74","1562.87","1558.93","1536.68","1544.44"
"2024/05/04","1563.41","1571.80","1573.34","1563.35","1559.76","1536.91","1545.67"
"2024/05/03","1564.75","1573.05","1574.98","1564.81","1560.95","1538.22","1544.99"
"2024/05/02","1565.53","1573.51","1575.79","1566.04","1561.83","1538.63","1546.60"
"2024/05/01","1565.91","1574.15","1575.89","1566.54","1562.41","1537.90","1548.94"
"2024/04/30","1566.61","1574.69","1576.56","1567.14","1563.22","1539.20","1548.67"
"2024/04/29","1566.79","1574.90","1576.78","1567.23","1563.50","1539.18","1548.64"
"2024/04/28","1566.42","1574.60","1576.18","1566.48","1563.27","1539.37","1548.73"
"2024/04/27","1566.52","1574.59","1576.49","1566.76","1563.46","1538.92","1548.56"
"2024/04/26","1566.87","1574.87","1576.62","1567.59","1563.69","1539.15","1548.72"
"2024/04/25","1566.90","1575.05","1576.56","1567.43","1563.68","1539.24","1550.64"
"2024/04/24","1566.85","1574.48","1576.72","1567.20","1564.08","1539.46","1551.59"
"2024/04/23","1566.58","1574.75","1577.15","1565.20","1564.33","1539.18","1550.18"
"2024/04/22","1566.71","1574.87","1577.34","1565.51","1564.56","1538.74","1551.38"
"2024/04/21","1566.61","1574.44","1576.82","1566.98","1563.88","1538.27","1550.92"
"2024/04/20","1566.46","1574.41","1576.36","1566.90","1563.65","1538.33","1549.90"
"2024/04/19","1566.31","1573.96","1576.45","1567.23","1563.44","1537.79","1549.10"
"2024/04/18","1565.48","1573.60","1574.91","1566.72","1562.47","1536.58","1549.63"
"2024/04/17","1564.39","1572.06","1574.39","1565.90","1561.27","1535.04","1550.21"
"2024/04/16","1562.85","1570.96","1572.87","1564.13","1559.84","1532.85","1547.59"
"2024/04/15","1560.77","1569.19","1570.88","1561.44","1557.96","1530.59","1547.35"
"2024/04/14","1558.27","1566.92","1568.83","1557.06","1555.99","1529.51","1543.65"
"2024/04/13","1557.37","1565.82","1568.06","1556.43","1554.83","1528.80","1542.88"
"2024/04/12","1556.11","1564.64","1566.04","1555.75","1553.67","1527.22","1542.13"
"2024/04/11","1554.39","1563.44","1564.58","1553.09","1551.92","1525.55","1542.45"
"2024/04/10","1553.70","1562.03","1563.04","1555.16","1550.54","1524.45","1536.25"
"2024/04/09","1552.18","1560.48","1561.19","1553.67","1548.94","1523.29","1538.41"
"2024/04/08","1549.48","1557.96","1558.41","1551.41","1546.49","1519.11","1535.60"
"2024/04/07","1546.75","1555.33","1555.79","1547.88","1544.14","1516.61","1533.23"
"2024/04/06","1545.69","1554.19","1555.04","1546.91","1542.59","1516.01","1531.44"
"2024/04/05","1543.91","1552.41","1553.03","1545.73","1540.41","1514.40","1527.69"
"2024/04/04","1541.82","1550.22","1550.67","1543.94","1538.51","1512.22","1524.98"
"2024/04/03","1540.52","1548.98","1549.37","1542.43","1537.43","1510.80","1523.55"
"2024/04/02","1540.12","1548.69","1549.12","1541.88","1537.25","1509.77","1524.50"
"2024/04/01","1539.66","1548.38","1548.61","1541.51","1537.18","1508.59","1519.60"
"2024/03/31","1538.86","1547.66","1548.15","1539.80","1536.58","1508.32","1519.29"
"2024/03/30","1538.70","1547.43","1548.08","1539.68","1536.52","1507.86","1519.46"
"2024/03/29","1538.45","1547.01","1547.68","1540.57","1535.87","1506.78","1518.97"
"2024/03/28","1538.28","1547.07","1547.14","1540.45","1535.67","1506.76","1518.25"
"2024/03/27","1538.43","1547.15","1547.54","1540.30","1535.86","1506.67","1523.19"
"2024/03/26","1538.26","1546.95","1547.36","1539.89","1535.70","1507.04","1522.94"
"2024/03/25","1538.26","1547.06","1547.43","1539.71","1535.92","1506.87","1521.23"
"2024/03/24","1537.60","1546.29","1547.15","1538.09","1535.71","1506.72","1521.28"
"2024/03/23","1537.77","1546.57","1547.36","1538.09","1535.80","1507.00","1520.74"
"2024/03/22","1538.30","1546.89","1547.80","1539.66","1535.87","1507.04","1522.49"
"2024/03/21","1538.15","1546.76","1547.38","1539.55","1535.68","1507.35","1522.25"
"2024/03/20","1538.10","1546.57","1547.60","1539.50","1535.55","1507.20","1522.81"
"2024/03/19","1537.93","1546.66","1547.51","1538.72","1535.41","1507.33","1522.87"
"2024/03/18","1538.60","1547.34","1548.25","1539.36","1535.85","1508.46","1523.10"
"2024/03/17","1538.09","1547.25","1547.68","1538.00","1535.51","1508.23","1523.35"
"2024/03/16","1538.40","1547.41","1548.20","1538.39","1535.64","1508.74","1523.75"
"2024/03/15","1538.84","1547.97","1548.31","1539.29","1535.95","1508.97","1522.00"
"2024/03/14","1539.10","1548.28","1548.48","1539.43","1536.23","1509.40","1522.04"
"2024/03/13","1539.49","1548.71","1549.07","1540.06","1536.72","1508.74","1524.41"
"2024/03/12","1539.94","1549.05","1549.31","1540.30","1537.37","1509.84","1524.56"
"2024/03/11","1540.23","1549.31","1549.58","1540.78","1537.67","1509.90","1524.38"
"2024/03/10","1539.86","1549.03","1549.34","1539.55","1537.77","1509.63","1526.26"
"2024/03/09","1540.00","1549.03","1549.37","1539.95","1537.92","1509.69","1526.50"
"2024/03/08","1540.40","1549.27","1549.60","1541.24","1538.03","1509.64","1526.32"
"2024/03/07","1540.55","1549.23","1550.53","1541.28","1537.79","1509.99","1525.09"
"2024/03/06","1540.52","1549.10","1550.02","1541.34","1538.21","1510.04","1524.33"
"2024/03/05","1540.41","1548.83","1549.84","1541.44","1538.02","1510.01","1526.23"
"2024/03/04","1540.04","1548.73","1549.38","1540.99","1537.88","1509.09","1524.77"
"2024/03/03","1539.03","1547.56","1548.89","1538.93","1537.38","1508.67","1525.65"
"2024/03/02","1538.85","1547.35","1548.63","1538.86","1537.36","1508.22","1525.09"
"2024/03/01","1538.71","1547.30","1548.51","1539.13","1536.91","1507.53","1524.47"
"2024/02/29","1538.27","1546.74","1548.14","1539.24","1536.10","1506.70","1524.31"
"2024/02/28","1537.92","1546.35","1547.78","1539.15","1535.79","1505.99","1523.93"
"2024/02/27","1537.39","1546.04","1547.28","1538.68","1535.26","1504.79","1523.54"
"2024/02/26","1536.69","1545.39","1546.68","1537.96","1534.68","1503.75","1521.66"
"2024/02/25","1535.47","1544.11","1545.75","1536.24","1533.82","1502.56","1519.46"
"2024/02/24","1535.15","1543.76","1545.33","1535.95","1533.35","1502.52","1519.28"
"2024/02/23","1534.43","1542.72","1544.38","1535.94","1532.41","1501.88","1520.43"
"2024/02/22","1533.00","1541.24","1541.83","1535.05","1531.27","1500.80","1520.64"
"2024/02/21","1531.75","1540.51","1540.34","1533.39","1530.24","1498.95","1520.99"
"2024/02/20","1530.36","1538.90","1538.83","1532.70","1528.49","1497.56","1521.51"
"2024/02/19","1527.80","1536.19","1536.63","1530.26","1526.19","1493.60","1524.01"
"2024/02/18","1524.81","1532.49","1534.12","1526.96","1523.48","1491.31","1522.84"
"2024/02/17","1523.81","1531.42","1533.17","1525.91","1522.09","1491.14","1521.99"
"2024/02/16","1521.15","1529.17","1529.18","1524.34","1519.47","1487.90","1516.69"
"2024/02/15","1517.99","1525.62","1525.87","1521.21","1516.45","1485.77","1511.10"
"2024/02/14","1514.78","1522.44","1523.14","1517.92","1512.94","1482.43","1508.30"
"2024/02/13","1511.70","1519.66","1520.09","1515.05","1509.90","1478.33","1502.22"
"2024/02/12","1509.79","1517.85","1518.28","1512.59","1508.65","1476.57","1492.56"
"2024/02/11","1508.97","1517.20","1517.39","1511.54","1507.71","1476.15","1492.06"
"2024/02/10","1508.21","1516.47","1516.91","1510.61","1506.73","1475.73","1490.23"
"2024/02/09","1507.24","1515.25","1515.92","1510.04","1505.54","1474.50","1494.68"
"2024/02/08","1504.95","1513.32","1513.86","1508.30","1502.31","1471.80","1489.56"
"2024/02/07","1503.02","1511.89","1511.38","1506.43","1500.63","1468.99","1488.86"
"2024/02/06","1501.49","1510.29","1510.92","1505.08","1498.74","1466.14","1487.43"
"2024/02/05","1498.80","1507.27","1508.22","1503.06","1496.21","1462.33","1487.95"
"2024/02/04","1496.80","1505.54","1506.42","1500.28","1494.22","1460.69","1487.73"
"2024/02/03","1496.17","1505.00","1506.03","1499.57","1493.32","1460.08","1487.56"
"2024/02/02","1494.65","1503.53","1504.99","1499.19","1490.83","1456.92","1488.99"
"2024/02/01","1492.46","1501.31","1502.83","1497.16","1488.35","1454.72","1489.08"
"2024/01/31","1488.71","1498.51","1498.20","1492.92","1484.85","1450.87","1485.99"
"2024/01/30","1485.69","1494.82","1495.76","1489.63","1482.25","1448.27","1480.52"
"2024/01/29","1482.78","1491.99","1491.54","1487.20","1479.73","1445.77","1477.51"
"2024/01/28","1479.93","1489.43","1489.25","1482.90","1476.95","1443.74","1476.08"
"2024/01/27","1479.00","1488.26","1488.39","1482.17","1475.89","1443.16","1474.00"
"2024/01/26","1476.59","1485.74","1485.16","1480.88","1473.08","1440.78","1473.83"
"2024/01/25","1474.84","1484.21","1483.35","1478.68","1471.33","1439.31","1472.77"
"2024/01/24","1473.44","1483.05","1482.10","1475.91","1470.15","1439.32","1471.47"
"2024/01/23","1472.73","1482.35","1481.35","1475.07","1469.28","1439.13","1472.04"
"2024/01/22","1472.33","1481.07","1481.32","1474.74","1469.11","1439.70","1470.41"
"2024/01/21","1471.83","1480.80","1480.76","1473.48","1468.84","1439.70","1470.55"
"2024/01/20","1472.23","1481.15","1481.37","1473.90","1469.11","1439.88","1472.40"
"2024/01/19","1472.88","1481.37","1481.91","1475.44","1469.36","1440.81","1472.17"
"2024/01/18","1473.13","1481.86","1481.78","1475.20","1469.64","1442.03","1472.17"
"2024/01/17","1473.81","1482.45","1482.51","1475.72","1470.35","1443.32","1470.42"
"2024/01/16","1474.92","1483.66","1483.25","1476.86","1471.03","1445.62","1469.24"
"2024/01/15","1475.69","1484.30","1484.11","1477.18","1471.95","1447.16","1470.09"
"2024/01/14","1475.79","1484.88","1483.79","1476.46","1472.39","1447.86","1469.99"
"2024/01/13","1476.52","1485.41","1484.87","1477.42","1472.88","1448.38","1471.32"
"2024/01/12","1477.97","1486.49","1486.32","1479.36","1473.93","1450.42","1472.42"
"2024/01/11","1479.42","1487.65","1487.87","1481.37","1475.27","1451.62","1473.54"
"2024/01/10","1481.13","1489.56","1490.26","1482.19","1477.15","1453.25","1472.90"
"2024/01/09","1482.92","1491.46","1491.70","1483.70","1479.09","1455.22","1479.35"
"2024/01/08","1484.69","1493.28","1492.95","1485.31","1480.89","1457.99","1480.65"
"2024/01/07","1484.93","1493.64","1493.41","1485.23","1481.21","1458.08","1480.96"
"2024/01/06","1485.60","1494.42","1494.58","1485.83","1481.64","1458.17","1481.96"
"2024/01/05","1487.12","1495.55","1496.18","1488.15","1482.59","1460.08","1482.37"
"2024/01/04","1488.53","1496.66","1498.11","1489.76","1483.89","1461.08","1484.21"
"2024/01/03","1490.43","1498.82","1499.58","1491.48","1486.03","1462.98","1486.08"
"2024/01/02","1492.73","1501.31","1502.26","1493.76","1487.33","1466.10","1486.36"
"2024/01/01","1493.91","1503.46","1502.81","1494.07","1488.95","1467.12","1486.46"
"2023/12/31","1495.21","1504.69","1504.62","1495.22","1490.28","1467.75","1489.66"
"2023/12/30","1495.66","1505.31","1505.28","1495.23","1490.93","1467.96","1490.61"
"2023/12/29","1497.25","1506.80","1506.88","1497.87","1492.21","1468.46","1490.92"
"2023/12/28","1498.23","1507.84","1507.71","1498.99","1493.19","1469.34","1491.40"
"2023/12/27","1499.03","1508.57","1508.08","1499.99","1494.21","1469.95","1495.17"
"2023/12/26","1500.25","1509.45","1509.90","1500.61","1495.69","1471.27","1499.21"
"2023/12/25","1501.33","1510.61","1510.42","1501.94","1496.88","1472.38","1501.24"
"2023/12/24","1501.79","1511.31","1511.43","1501.54","1497.52","1472.63","1501.33"
"2023/12/23","1502.55","1512.06","1512.01","1502.81","1498.27","1472.82","1501.72"
"2023/12/22","1503.91","1513.35","1512.57","1504.97","1499.33","1474.76","1503.10"
"2023/12/21","1504.71","1513.14","1514.43","1506.05","1499.93","1475.96","1503.66"
"2023/12/20","1506.42","1514.92","1516.28","1507.55","1501.18","1478.55","1503.22"
"2023/12/19","1508.88","1517.12","1518.13","1510.41","1503.60","1481.96","1504.80"
"2023/12/18","1512.61","1520.78","1522.71","1513.09","1506.79","1487.56","1506.24"
"2023/12/17","1515.14","1524.03","1524.33","1514.98","1510.06","1489.72","1509.32"
"2023/12/16","1516.46","1525.19","1525.99","1516.26","1511.62","1490.55","1510.56"
"2023/12/15","1520.04","1528.32","1528.92","1520.74","1515.07","1494.60","1516.54"
"2023/12/14","1524.42","1532.36","1533.66","1524.91","1519.24","1499.88","1520.06"
"2023/12/13","1529.15","1537.30","1538.36","1529.70","1523.76","1504.54","1525.02"
"2023/12/12","1534.59","1543.03","1543.10","1535.42","1529.52","1509.48","1528.97"
"2023/12/11","1540.52","1549.17","1549.44","1540.86","1535.04","1516.15","1531.45"
"2023/12/10","1544.09","1553.25","1552.42","1543.60","1539.30","1519.86","1536.88"
"2023/12/09","1545.93","1554.87","1554.18","1545.50","1541.66","1521.21","1539.23"
"2023/12/08","1550.00","1558.70","1558.29","1550.01","1545.47","1525.82","1539.30"
"2023/12/07","1554.89","1562.92","1563.56","1554.93","1550.54","1531.18","1543.67"
"2023/12/06","1559.64","1567.04","1567.38","1561.22","1555.30","1535.96","1549.77"
"2023/12/05","1564.05","1571.47","1571.37","1565.91","1559.59","1540.62","1553.90"
"2023/12/04","1568.98","1575.90","1577.27","1570.55","1564.25","1546.19","1557.56"
"2023/12/03","1571.37","1578.12","1578.63","1572.77","1568.26","1548.22","1559.68"
"2023/12/02","1572.74","1580.09","1580.38","1573.87","1569.26","1548.73","1560.91"
"2023/12/01","1575.30","1582.41","1582.85","1576.71","1571.36","1551.98","1567.11"
"2023/11/30","1578.74","1585.75","1586.62","1580.93","1574.00","1555.50","1565.46"
"2023/11/29","1581.53","1588.54","1589.67","1583.20","1576.86","1558.77","1567.07"
"2023/11/28","1584.98","1591.90","1593.22","1586.76","1580.24","1562.28","1569.45"
"2023/11/27","1588.73","1595.35","1596.77","1590.18","1584.24","1567.29","1573.27"
"2023/11/26","1590.93","1597.76","1598.45","1591.72","1587.42","1569.37","1575.60"
"2023/11/25","1592.69","1599.76","1600.72","1593.26","1589.16","1570.25","1577.03"
"2023/11/24","1595.82","1602.46","1604.62","1596.63","1591.73","1573.60","1579.88"
"2023/11/23","1599.59","1606.33","1608.27","1600.16","1595.70","1577.43","1583.99"
"2023/11/22","1604.08","1611.19","1612.55","1604.42","1600.23","1581.71","1588.68"
"2023/11/21","1647.00","1544.00","0.00","1848.00","1654.00","1535.00","0.00"
"2023/11/20","1613.14","1620.40","1621.84","1613.18","1608.94","1591.30","1596.49"
"2023/11/19","1615.80","1622.94","1624.61","1615.21","1612.14","1594.35","1598.62"
"2023/11/18","1617.47","1624.67","1626.39","1617.04","1613.88","1595.19","1601.35"
"2023/11/17","1620.97","1628.09","1629.33","1620.74","1617.56","1599.12","1605.19"
"2023/11/16","1625.31","1632.43","1632.75","1625.45","1622.29","1603.72","1607.88"
"2023/11/15","1629.52","1636.26","1638.31","1629.70","1626.26","1607.25","1609.24"
"2023/11/14","1634.11","1641.39","1641.81","1634.58","1630.77","1612.09","1613.48"
"2023/11/13","1639.77","1647.26","1648.12","1639.35","1635.85","1618.89","1618.21"
"2023/11/12","1642.90","1651.04","1650.58","1641.88","1639.26","1622.09","1623.03"
"2023/11/11","1644.71","1652.73","1652.70","1643.55","1641.53","1623.23","1624.13"
"2023/11/10","1649.54","1657.23","1657.90","1648.64","1646.00","1628.31","1629.17"
