일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2023/09/25","3579.35","14.06","0.39","3569.42","3594.50","3552.48","18066.0","71049.0","2.5098096E7"
"2023/09/22","3565.29","-11.21","-0.31","3559.59","3577.10","3529.95","6084.0","55170.0","2.5002768E7"
"2023/09/21","3576.50","-43.12","-1.19","3613.17","3613.17","3573.72","6405.0","59196.0","2.5081617E7"
"2023/09/20","3619.62","-20.90","-0.57","3638.13","3640.26","3603.65","6320.0","51111.0","2.5382573E7"
"2023/09/19","3640.52","22.49","0.62","3619.18","3662.95","3611.86","10775.0","81056.0","2.5526297E7"
"2023/09/18","3618.03","6.50","0.18","3605.83","3627.85","3597.21","6689.0","68467.0","2.5371822E7"
"2023/09/15","3611.53","24.03","0.67","3573.16","3624.83","3569.20","19336.0","138130.0","2.5322934E7"
"2023/09/14","3587.50","18.75","0.53","3571.90","3588.29","3559.34","6780.0","75597.0","2.515442E7"
"2023/09/13","3568.75","-1.61","-0.05","3560.67","3571.64","3544.36","51553.0","251443.0","2.5023584E7"
"2023/09/12","3570.36","9.01","0.25","3575.91","3623.03","3564.93","6648.0","97026.0","2.5034184E7"
"2023/09/11","3561.35","-18.21","-0.51","3569.09","3569.09","3543.74","7314.0","79664.0","2.4973613E7"
"2023/09/08","3579.56","28.36","0.80","3552.80","3583.10","3545.36","12014.0","132240.0","2.5103453E7"
"2023/09/07","3551.20","-8.98","-0.25","3547.15","3559.39","3520.62","7255.0","86419.0","2.4905967E7"
"2023/09/06","3560.18","-38.62","-1.07","3588.87","3588.87","3547.63","11273.0","97700.0","2.49697E7"
"2023/09/05","3598.80","6.11","0.17","3579.93","3603.92","3577.73","4037.0","85859.0","2.5236726E7"
"2023/09/04","3592.69","11.28","0.31","3556.99","3593.55","3545.82","5251.0","60516.0","2.519439E7"
"2023/09/01","3581.41","-26.83","-0.74","3605.33","3613.88","3581.03","6632.0","84280.0","2.5116437E7"
"2023/08/31","3608.24","-3.09","-0.09","3612.80","3621.77","3588.31","6860.0","80186.0","2.5301167E7"
"2023/08/30","3611.33","-13.06","-0.36","3631.75","3644.69","3604.27","8367.0","82664.0","2.5323846E7"
"2023/08/29","3624.39","-41.79","-1.14","3670.27","3676.90","3620.44","12913.0","106323.0","2.541651E7"
"2023/08/28","3666.18","4.76","0.13","3695.88","3706.07","3653.74","25245.0","254677.0","2.5704419E7"
"2023/08/25","3661.42","45.36","1.25","3613.56","3665.79","3603.84","100197.0","384584.0","2.5670517E7"
"2023/08/24","3616.06","-31.17","-0.85","3645.76","3646.00","3600.24","26658.0","158772.0","2.5355088E7"
"2023/08/23","3647.23","40.34","1.12","3602.05","3685.81","3593.96","37194.0","249640.0","2.5569402E7"
"2023/08/22","3606.89","-1.36","-0.04","3596.12","3648.99","3566.11","75192.0","339644.0","2.5291675E7"
"2023/08/21","3608.25","25.72","0.72","3600.37","3621.98","3575.27","5089.0","92224.0","2.5299435E7"
"2023/08/18","3582.53","5.78","0.16","3532.97","3594.55","3528.48","4699.0","121846.0","2.5120287E7"
"2023/08/17","3576.75","-16.47","-0.46","3576.48","3577.81","3534.67","6494.0","116084.0","2.5081164E7"
"2023/08/16","3593.22","-65.95","-1.80","3638.49","3638.49","3531.57","7196.0","213269.0","2.5194465E7"
"2023/08/14","3659.17","127.07","3.60","3549.30","3668.53","3539.41","8452.0","329499.0","2.5656525E7"
"2023/08/11","3532.10","60.81","1.75","3469.42","3534.29","3464.43","8360.0","125848.0","2.4775826E7"
"2023/08/10","3471.29","55.66","1.63","3414.91","3476.77","3413.89","8127.0","80543.0","2.4355971E7"
"2023/08/09","3415.63","-24.53","-0.71","3440.87","3440.87","3401.93","4052.0","57166.0","2.3970021E7"
"2023/08/08","3440.16","-7.35","-0.21","3481.81","3497.07","3432.84","19246.0","147326.0","2.4138711E7"
"2023/08/07","3447.51","56.75","1.67","3381.23","3466.27","3373.78","5871.0","88085.0","2.4185537E7"
"2023/08/04","3390.76","23.07","0.69","3360.40","3399.04","3337.52","3503.0","47956.0","2.3793992E7"
"2023/08/03","3367.69","18.92","0.56","3361.49","3372.18","3332.31","5155.0","68438.0","2.363368E7"
"2023/08/02","3348.77","-12.65","-0.38","3360.91","3375.77","3337.06","4479.0","59253.0","2.3502245E7"
"2023/08/01","3361.42","73.40","2.23","3280.34","3362.01","3277.09","5185.0","69316.0","2.3590513E7"
"2023/07/31","3288.02","32.89","1.01","3268.46","3295.25","3258.84","4449.0","51139.0","2.307679E7"
"2023/07/28","3255.13","-32.58","-0.99","3247.93","3266.42","3243.79","5806.0","59176.0","2.284652E7"
"2023/07/27","3287.71","113.96","3.59","3183.25","3291.93","3183.25","7818.0","82847.0","2.3071555E7"
"2023/07/26","3173.75","-85.96","-2.64","3243.93","3243.93","3139.63","18601.0","122131.0","2.2274432E7"
"2023/07/25","3259.71","-45.29","-1.37","3308.93","3308.93","3254.26","14056.0","85262.0","2.2876407E7"
"2023/07/24","3305.00","-63.63","-1.89","3356.71","3356.71","3296.21","10658.0","71495.0","2.3196528E7"
"2023/07/21","3368.63","28.31","0.85","3347.65","3372.64","3327.51","8440.0","57915.0","2.3637836E7"
"2023/07/20","3340.32","-9.94","-0.30","3346.92","3358.61","3318.89","19487.0","81780.0","2.3438729E7"
"2023/07/19","3350.26","-21.44","-0.64","3373.06","3375.15","3334.61","9083.0","85429.0","2.3506408E7"
"2023/07/18","3371.70","-9.23","-0.27","3388.70","3408.61","3362.39","43556.0","118216.0","2.3656541E7"
"2023/07/17","3380.93","-41.83","-1.22","3422.07","3422.18","3371.89","4941.0","58919.0","2.3726044E7"
"2023/07/14","3422.76","19.06","0.56","3418.40","3431.09","3395.13","8484.0","75544.0","2.4018541E7"
"2023/07/13","3403.70","20.63","0.61","3405.83","3426.57","3402.25","6465.0","80802.0","2.3888856E7"
"2023/07/12","3383.07","5.66","0.17","3383.23","3385.83","3365.53","5336.0","67778.0","2.3747056E7"
"2023/07/11","3377.41","27.39","0.82","3368.74","3394.14","3357.43","5206.0","61082.0","2.3704517E7"
"2023/07/10","3350.02","-13.71","-0.41","3356.71","3363.92","3337.26","4298.0","49489.0","2.351336E7"
"2023/07/07","3363.73","-5.57","-0.17","3356.94","3378.57","3337.44","6797.0","81270.0","2.3607566E7"
"2023/07/06","3369.30","-38.05","-1.12","3409.66","3409.66","3353.77","9341.0","88171.0","2.3649516E7"
"2023/07/05","3407.35","-21.19","-0.62","3423.62","3431.73","3403.96","8897.0","99492.0","2.3917748E7"
"2023/07/04","3428.54","-34.22","-0.99","3459.22","3459.22","3420.47","10057.0","85503.0","2.4068201E7"
"2023/07/03","3462.76","67.21","1.98","3409.61","3491.68","3405.12","12777.0","139218.0","2.430964E7"
"2023/06/30","3395.55","25.07","0.74","3382.50","3407.54","3354.76","66852.0","310996.0","2.3845486E7"
"2023/06/29","3370.48","-82.30","-2.38","3447.63","3448.48","3366.97","10746.0","88000.0","2.3670564E7"
"2023/06/28","3452.78","-41.38","-1.18","3497.75","3499.49","3448.64","6125.0","77169.0","2.4240705E7"
"2023/06/27","3494.16","-13.48","-0.38","3499.71","3512.28","3446.25","9170.0","106801.0","2.4529094E7"
"2023/06/26","3507.64","29.64","0.85","3482.06","3512.61","3454.65","7470.0","69781.0","2.4622092E7"
"2023/06/23","3478.00","-74.99","-2.11","3536.94","3536.94","3471.09","9902.0","99258.0","2.4419861E7"
"2023/06/22","3552.99","-7.09","-0.20","3575.09","3580.54","3545.58","14862.0","116127.0","2.4942006E7"
"2023/06/21","3560.08","-21.85","-0.61","3601.24","3601.24","3549.53","12817.0","179855.0","2.4980657E7"
"2023/06/20","3581.93","-28.68","-0.79","3620.04","3644.89","3573.61","23699.0","345239.0","2.513955E7"
"2023/06/19","3610.61","-104.16","-2.80","3695.16","3695.16","3601.92","60077.0","308517.0","2.5346008E7"
"2023/06/16","3714.77","24.61","0.67","3696.30","3721.25","3683.23","30328.0","260029.0","2.6068392E7"
"2023/06/15","3690.16","-2.60","-0.07","3686.25","3717.24","3675.26","61934.0","281279.0","2.5897458E7"
"2023/06/14","3692.76","-5.47","-0.15","3696.06","3698.41","3656.23","52385.0","290731.0","2.5914089E7"
"2023/06/13","3698.23","-12.68","-0.34","3716.64","3716.64","3673.57","35889.0","171136.0","2.5953662E7"
"2023/06/12","3710.91","-18.75","-0.50","3736.50","3737.39","3694.36","17775.0","93568.0","2.6042267E7"
"2023/06/09","3729.66","-13.61","-0.36","3762.03","3762.53","3722.12","23527.0","124624.0","2.6172649E7"
"2023/06/08","3743.27","-8.07","-0.22","3762.79","3767.17","3734.20","25017.0","140210.0","2.6263641E7"
"2023/06/07","3751.34","18.21","0.49","3754.51","3776.39","3749.71","36879.0","170607.0","2.6315542E7"
"2023/06/05","3733.13","32.80","0.89","3705.69","3736.29","3703.33","41096.0","190047.0","2.6196811E7"
"2023/06/02","3700.33","24.63","0.67","3680.81","3700.43","3657.92","9769.0","82044.0","2.5968598E7"
"2023/06/01","3675.70","-3.23","-0.09","3691.31","3691.31","3650.37","10602.0","105191.0","2.5796835E7"
"2023/05/31","3678.93","-8.53","-0.23","3682.78","3712.00","3674.36","26033.0","153645.0","2.5819224E7"
