일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2024/09/20","2593.37","12.57","0.49","2603.83","2619.55","2591.40","477434.0","1.3782331E7","2.116582293E9"
"2024/09/19","2580.80","5.39","0.21","2594.67","2598.68","2550.09","385081.0","1.2871059E7","2.106110322E9"
"2024/09/13","2575.41","3.32","0.13","2571.81","2584.11","2562.91","358263.0","8422029.0","2.101346639E9"
"2024/09/12","2572.09","58.72","2.34","2547.50","2572.09","2537.87","340479.0","1.1282357E7","2.09910113E9"
"2024/09/11","2513.37","-10.06","-0.40","2524.86","2526.13","2493.37","302561.0","9623016.0","2.051977998E9"
"2024/09/10","2523.43","-12.50","-0.49","2542.69","2544.83","2522.48","347650.0","8421867.0","2.061808623E9"
"2024/09/09","2535.93","-8.35","-0.33","2498.67","2543.22","2491.30","270231.0","7454381.0","2.071956885E9"
"2024/09/06","2544.28","-31.22","-1.21","2576.66","2576.94","2529.31","374782.0","8685310.0","2.079144168E9"
"2024/09/05","2575.50","-5.30","-0.21","2598.36","2615.80","2560.65","379003.0","1.0189751E7","2.103967318E9"
"2024/09/04","2580.80","-83.83","-3.15","2589.94","2608.13","2578.07","455469.0","1.137029E7","2.109693405E9"
"2024/09/03","2664.63","-16.37","-0.61","2683.12","2695.59","2664.63","303460.0","8978417.0","2.178330436E9"
"2024/09/02","2681.00","6.69","0.25","2683.80","2686.98","2658.31","266993.0","8669963.0","2.192680031E9"
"2024/08/30","2674.31","12.03","0.45","2676.72","2686.51","2668.66","278845.0","1.0340761E7","2.187461756E9"
"2024/08/29","2662.28","-27.55","-1.02","2657.18","2672.90","2649.56","288836.0","1.146472E7","2.178258767E9"
"2024/08/28","2689.83","0.58","0.02","2690.59","2695.51","2671.59","280774.0","1.0567478E7","2.200592607E9"
"2024/08/27","2689.25","-8.76","-0.32","2696.24","2700.18","2681.92","264057.0","8050720.0","2.199479584E9"
"2024/08/26","2698.01","-3.68","-0.14","2716.88","2718.47","2688.79","333688.0","9087411.0","2.206549659E9"
"2024/08/23","2701.69","-5.98","-0.22","2690.80","2712.84","2689.54","330592.0","8285768.0","2.210797299E9"
"2024/08/22","2707.67","6.54","0.24","2710.95","2711.38","2690.35","441756.0","8946317.0","2.215412799E9"
"2024/08/21","2701.13","4.50","0.17","2687.20","2704.98","2684.61","417330.0","9378558.0","2.210561176E9"
"2024/08/20","2696.63","22.27","0.83","2699.74","2706.05","2686.06","484188.0","8954163.0","2.206940382E9"
"2024/08/19","2674.36","-22.87","-0.85","2697.97","2699.84","2664.28","395637.0","9262568.0","2.189820559E9"
"2024/08/16","2697.23","52.73","1.99","2695.49","2699.61","2680.74","385852.0","1.119293E7","2.208881288E9"
"2024/08/14","2644.50","23.00","0.88","2649.11","2653.71","2632.44","328748.0","8867077.0","2.164754883E9"
"2024/08/13","2621.50","3.20","0.12","2624.50","2636.12","2607.52","378532.0","8965946.0","2.14543374E9"
"2024/08/12","2618.30","29.87","1.15","2602.16","2622.86","2602.01","293084.0","7601222.0","2.142430302E9"
"2024/08/09","2588.43","31.70","1.24","2603.08","2603.08","2575.90","475012.0","9721687.0","2.118139216E9"
"2024/08/08","2556.73","-11.68","-0.45","2530.21","2570.34","2518.52","495299.0","1.1463675E7","2.092077568E9"
"2024/08/07","2568.41","46.26","1.83","2515.27","2594.83","2510.82","476991.0","1.308166E7","2.102251051E9"
"2024/08/06","2522.15","80.60","3.30","2533.34","2578.77","2491.47","567266.0","1.5535849E7","2.063686211E9"
"2024/08/05","2441.55","-234.64","-8.77","2611.30","2611.30","2386.96","763778.0","1.8781701E7","1.997745883E9"
"2024/08/02","2676.19","-101.49","-3.65","2719.39","2725.05","2666.40","531785.0","1.3102123E7","2.189768948E9"
"2024/08/01","2777.68","6.99","0.25","2787.27","2794.11","2772.97","480834.0","1.0904975E7","2.26841204E9"
"2024/07/31","2770.69","32.50","1.19","2745.58","2770.70","2733.63","557090.0","1.2197992E7","2.262832341E9"
"2024/07/30","2738.19","-27.34","-0.99","2744.40","2754.53","2732.82","392868.0","1.0199651E7","2.235428827E9"
"2024/07/29","2765.53","33.63","1.23","2748.32","2776.86","2742.69","456516.0","1.0963603E7","2.257406067E9"
"2024/07/26","2731.90","21.25","0.78","2724.99","2738.40","2715.75","516468.0","1.2971732E7","2.228963595E9"
"2024/07/25","2710.65","-48.06","-1.74","2721.29","2725.15","2703.86","440318.0","1.3673709E7","2.212260229E9"
"2024/07/24","2758.71","-15.58","-0.56","2755.50","2778.31","2748.65","469221.0","1.105391E7","2.251624859E9"
"2024/07/23","2774.29","10.78","0.39","2788.83","2796.92","2765.81","423403.0","1.1526842E7","2.265131154E9"
"2024/07/22","2763.51","-31.95","-1.14","2790.99","2795.12","2752.63","463878.0","1.0499644E7","2.255636584E9"
"2024/07/19","2795.46","-28.89","-1.02","2800.21","2802.68","2776.99","426208.0","9585235.0","2.28094959E9"
"2024/07/18","2824.35","-18.94","-0.67","2805.64","2824.35","2799.02","658375.0","1.5548196E7","2.304940337E9"
"2024/07/17","2843.29","-22.80","-0.80","2865.90","2868.58","2841.33","549094.0","1.3923509E7","2.320318935E9"
"2024/07/16","2866.09","5.17","0.18","2861.71","2872.21","2857.07","677905.0","1.2660326E7","2.338465519E9"
"2024/07/15","2860.92","3.92","0.14","2869.15","2872.90","2848.93","424458.0","1.2165673E7","2.334446313E9"
"2024/07/12","2857.00","-34.35","-1.19","2867.75","2872.25","2844.88","408178.0","1.4085703E7","2.329431205E9"
"2024/07/11","2891.35","23.36","0.81","2888.76","2896.43","2879.28","462217.0","1.4649701E7","2.363627179E9"
"2024/07/10","2867.99","0.61","0.02","2863.05","2871.56","2858.87","472473.0","1.1841459E7","2.340811915E9"
"2024/07/09","2867.38","9.62","0.34","2872.63","2875.37","2854.13","456429.0","1.1241864E7","2.339688644E9"
"2024/07/08","2857.76","-4.47","-0.16","2862.58","2868.99","2855.53","425056.0","9938577.0","2.335361801E9"
"2024/07/05","2862.23","37.29","1.32","2836.21","2871.96","2836.21","378159.0","1.3142275E7","2.33831547E9"
"2024/07/04","2824.94","30.93","1.11","2817.06","2824.94","2808.88","393739.0","1.306711E7","2.307278993E9"
"2024/07/03","2794.01","13.15","0.47","2797.14","2799.70","2774.71","340338.0","1.0243957E7","2.281636129E9"
"2024/07/02","2780.86","-23.45","-0.84","2798.65","2805.42","2776.62","538842.0","1.1648477E7","2.270445338E9"
"2024/07/01","2804.31","6.49","0.23","2792.96","2805.95","2783.98","459218.0","9945337.0","2.289631234E9"
"2024/06/28","2797.82","13.76","0.49","2792.79","2797.82","2782.40","610550.0","1.1020138E7","2.283888694E9"
"2024/06/27","2784.06","-7.99","-0.29","2767.62","2784.33","2761.55","397169.0","1.0271109E7","2.273422811E9"
"2024/06/26","2792.05","17.66","0.64","2767.43","2792.07","2762.98","535034.0","1.1325143E7","2.279120474E9"
"2024/06/25","2774.39","9.66","0.35","2765.76","2780.42","2765.76","714242.0","1.1767748E7","2.265008234E9"
"2024/06/24","2764.73","-19.53","-0.70","2772.85","2782.90","2758.09","594166.0","1.1082707E7","2.257243669E9"
"2024/06/21","2784.26","-23.37","-0.83","2794.87","2797.00","2777.33","631143.0","1.4492985E7","2.27059331E9"
"2024/06/20","2807.63","10.30","0.37","2802.10","2812.62","2796.37","758166.0","1.357697E7","2.289946832E9"
"2024/06/19","2797.33","33.41","1.21","2786.16","2799.32","2786.16","646706.0","1.4069564E7","2.280984108E9"
"2024/06/18","2763.92","19.82","0.72","2765.70","2772.35","2759.03","561975.0","1.3269478E7","2.254082532E9"
"2024/06/17","2744.10","-14.32","-0.52","2754.83","2759.86","2741.03","593985.0","1.2457646E7","2.237952931E9"
"2024/06/14","2758.42","3.53","0.13","2759.22","2769.16","2750.86","644979.0","1.6187046E7","2.250826809E9"
"2024/06/13","2754.89","26.72","0.98","2764.18","2776.72","2752.61","700027.0","1.9135858E7","2.247116757E9"
"2024/06/12","2728.17","22.85","0.84","2709.65","2730.30","2707.44","511009.0","1.1839576E7","2.224929133E9"
"2024/06/11","2705.32","4.15","0.15","2716.72","2718.88","2702.17","558893.0","1.177652E7","2.206744123E9"
"2024/06/10","2701.17","-21.50","-0.79","2698.71","2718.89","2689.19","506892.0","1.1327687E7","2.203848895E9"
"2024/06/07","2722.67","33.17","1.23","2718.25","2729.63","2705.23","783871.0","1.246527E7","2.221091056E9"
"2024/06/05","2689.50","27.40","1.03","2681.11","2697.43","2667.63","881481.0","1.3624988E7","2.19482232E9"
"2024/06/04","2662.10","-20.42","-0.76","2668.73","2679.47","2659.43","773460.0","1.2649033E7","2.171834477E9"
"2024/06/03","2682.52","46.00","1.74","2657.81","2690.73","2657.81","782329.0","1.3995552E7","2.188764088E9"
"2024/05/31","2636.52","1.08","0.04","2657.87","2664.48","2635.77","613718.0","1.6353907E7","2.151017465E9"
"2024/05/30","2635.44","-41.86","-1.56","2666.63","2666.63","2635.44","372742.0","1.1132063E7","2.150594912E9"
"2024/05/29","2677.30","-45.55","-1.67","2719.56","2721.63","2677.07","438981.0","1.3076461E7","2.184383957E9"
"2024/05/28","2722.85","-0.14","-0.01","2715.52","2730.12","2714.34","440957.0","1.1586996E7","2.221981776E9"
"2024/05/27","2722.99","35.39","1.32","2697.16","2725.08","2693.66","556710.0","1.5847768E7","2.222058046E9"
"2024/05/24","2687.60","-34.21","-1.26","2693.65","2696.99","2681.17","501639.0","1.2363445E7","2.193712334E9"
"2024/05/23","2721.81","-1.65","-0.06","2719.03","2734.27","2704.00","428079.0","1.1449262E7","2.222186906E9"
"2024/05/22","2723.46","-0.72","-0.03","2723.46","2733.07","2707.87","484724.0","1.237851E7","2.223391188E9"
"2024/05/21","2724.18","-17.96","-0.65","2733.03","2734.48","2719.74","560819.0","1.0490361E7","2.22336754E9"
"2024/05/20","2742.14","17.52","0.64","2741.24","2756.41","2734.64","582071.0","1.2502254E7","2.237911832E9"
"2024/05/17","2724.62","-28.38","-1.03","2751.47","2752.17","2724.62","575936.0","1.1008339E7","2.223763414E9"
"2024/05/16","2753.00","22.66","0.83","2770.27","2773.46","2748.22","521841.0","1.3253186E7","2.246492513E9"
"2024/05/14","2730.34","3.13","0.11","2732.98","2735.82","2722.74","443296.0","9491100.0","2.228236341E9"
"2024/05/13","2727.21","-0.42","-0.02","2735.20","2738.38","2713.92","625278.0","1.305466E7","2.226373173E9"
"2024/05/10","2727.63","15.49","0.57","2737.95","2743.58","2723.21","586133.0","1.1566879E7","2.226624819E9"
"2024/05/09","2712.14","-32.91","-1.20","2743.29","2749.14","2710.25","423811.0","1.1102793E7","2.216794076E9"
"2024/05/08","2745.05","10.69","0.39","2732.11","2745.05","2727.93","436315.0","1.0293633E7","2.243933671E9"
"2024/05/07","2734.36","57.73","2.16","2718.17","2734.36","2716.62","532203.0","1.1153672E7","2.228259503E9"
"2024/05/03","2676.63","-7.02","-0.26","2704.31","2705.26","2676.63","338612.0","7850447.0","2.180854242E9"
"2024/05/02","2683.65","-8.41","-0.31","2679.04","2692.47","2678.84","351087.0","9059053.0","2.18687685E9"
"2024/04/30","2692.06","4.62","0.17","2693.22","2710.23","2687.29","460084.0","1.134713E7","2.193843858E9"
"2024/04/29","2687.44","31.11","1.17","2675.46","2687.44","2665.21","470546.0","1.0491388E7","2.189691726E9"
"2024/04/26","2656.33","27.71","1.05","2650.94","2662.10","2641.35","450521.0","1.0148866E7","2.164477451E9"
"2024/04/25","2628.62","-47.13","-1.76","2646.80","2656.51","2628.62","334062.0","8987959.0","2.142440795E9"
"2024/04/24","2675.75","52.73","2.01","2662.84","2677.85","2662.84","325740.0","1.0227695E7","2.18062913E9"
"2024/04/23","2623.02","-6.42","-0.24","2632.15","2641.78","2619.72","430276.0","9948338.0","2.137640963E9"
"2024/04/22","2629.44","37.58","1.45","2615.72","2629.44","2604.37","401892.0","1.1021071E7","2.143157216E9"
"2024/04/19","2591.86","-42.84","-1.63","2600.69","2609.90","2553.55","809473.0","1.4044807E7","2.113960518E9"
"2024/04/18","2634.70","50.52","1.95","2595.46","2642.03","2593.26","478786.0","1.057108E7","2.148591607E9"
"2024/04/17","2584.18","-25.45","-0.98","2619.15","2626.63","2584.18","414348.0","9779318.0","2.108636206E9"
"2024/04/16","2609.63","-60.80","-2.28","2644.17","2647.60","2601.45","570212.0","1.2257739E7","2.129095534E9"
"2024/04/15","2670.43","-11.39","-0.42","2661.36","2673.26","2641.16","561950.0","1.0506647E7","2.179146669E9"
"2024/04/12","2681.82","-25.14","-0.93","2710.89","2712.45","2678.21","514575.0","1.1903471E7","2.18919173E9"
"2024/04/11","2706.96","1.80","0.07","2665.40","2718.07","2661.92","561333.0","1.2789893E7","2.209845127E9"
"2024/04/09","2705.16","-12.49","-0.46","2733.23","2741.23","2703.96","470184.0","1.0037705E7","2.207593683E9"
"2024/04/08","2717.65","3.44","0.13","2718.76","2725.58","2706.74","620653.0","1.0560913E7","2.218358194E9"
"2024/04/05","2714.21","-27.79","-1.01","2713.96","2730.47","2705.31","621031.0","1.1293864E7","2.215451533E9"
"2024/04/04","2742.00","35.03","1.29","2738.24","2746.39","2727.10","477953.0","1.1978194E7","2.238039851E9"
"2024/04/03","2706.97","-46.19","-1.68","2730.68","2732.29","2706.97","640806.0","1.325704E7","2.209038427E9"
"2024/04/02","2753.16","5.30","0.19","2744.15","2760.33","2737.19","630393.0","1.3116888E7","2.247045532E9"
"2024/04/01","2747.86","1.23","0.04","2766.24","2769.87","2747.40","397601.0","1.0066835E7","2.241082878E9"
"2024/03/29","2746.63","0.81","0.03","2757.27","2757.55","2739.12","495496.0","1.1190103E7","2.240537708E9"
"2024/03/28","2745.82","-9.29","-0.34","2753.22","2756.86","2742.68","419278.0","1.1925009E7","2.23956171E9"
"2024/03/27","2755.11","-1.98","-0.07","2745.00","2762.03","2745.00","510644.0","1.2461944E7","2.246759369E9"
"2024/03/26","2757.09","19.52","0.71","2756.42","2779.40","2752.27","448301.0","1.2188273E7","2.24807496E9"
"2024/03/25","2737.57","-10.99","-0.40","2756.59","2763.63","2731.70","489620.0","9979717.0","2.23045071E9"
"2024/03/22","2748.56","-6.30","-0.23","2751.15","2763.06","2738.18","509545.0","1.1532687E7","2.240018471E9"
"2024/03/21","2754.86","64.72","2.41","2731.18","2755.45","2724.25","825227.0","1.4013557E7","2.244169944E9"
"2024/03/20","2690.14","33.97","1.28","2680.70","2692.52","2674.09","720452.0","1.2739395E7","2.190991693E9"
"2024/03/19","2656.17","-29.67","-1.10","2673.57","2673.57","2645.14","695866.0","1.0702805E7","2.162284635E9"
"2024/03/18","2685.84","19.00","0.71","2678.52","2688.07","2665.28","408182.0","9523806.0","2.186414425E9"
"2024/03/15","2666.84","-51.92","-1.91","2701.91","2705.59","2666.84","584948.0","1.3235768E7","2.171246911E9"
"2024/03/14","2718.76","25.19","0.94","2698.37","2718.76","2696.31","609288.0","1.4142603E7","2.214176884E9"
"2024/03/13","2693.57","11.76","0.44","2694.71","2701.45","2679.54","498760.0","1.0957571E7","2.193638399E9"
"2024/03/12","2681.81","21.97","0.83","2673.47","2686.14","2659.72","403969.0","9731031.0","2.183694627E9"
"2024/03/11","2659.84","-20.51","-0.77","2665.58","2677.21","2658.74","391385.0","8856059.0","2.16599124E9"
"2024/03/08","2680.35","32.73","1.24","2676.79","2688.00","2668.38","454260.0","1.1479441E7","2.183434414E9"
"2024/03/07","2647.62","6.13","0.23","2653.98","2660.26","2633.57","462911.0","1.0871921E7","2.157093122E9"
"2024/03/06","2641.49","-7.91","-0.30","2638.84","2649.78","2630.16","378994.0","1.0533006E7","2.152385363E9"
"2024/03/05","2649.40","-24.87","-0.93","2660.80","2684.83","2649.35","457237.0","1.2207053E7","2.159737908E9"
"2024/03/04","2674.27","31.91","1.21","2664.52","2682.80","2662.32","404014.0","1.2680158E7","2.180068722E9"
"2024/02/29","2642.36","-9.93","-0.37","2643.48","2647.56","2628.62","496064.0","1.2975398E7","2.154501763E9"
"2024/02/28","2652.29","27.24","1.04","2629.11","2657.32","2623.15","421553.0","1.0266443E7","2.160300899E9"
"2024/02/27","2625.05","-22.03","-0.83","2654.76","2654.76","2619.38","574302.0","1.2634502E7","2.138605309E9"
"2024/02/26","2647.08","-20.62","-0.77","2657.35","2659.60","2629.78","531661.0","1.0950641E7","2.154285533E9"
"2024/02/23","2667.70","3.43","0.13","2681.03","2694.80","2665.21","415376.0","1.0282074E7","2.172012828E9"
"2024/02/22","2664.27","10.96","0.41","2671.69","2671.69","2653.99","456397.0","1.0278919E7","2.169296821E9"
"2024/02/21","2653.31","-4.48","-0.17","2656.92","2670.95","2644.04","562144.0","9150151.0","2.160613141E9"
"2024/02/20","2657.79","-22.47","-0.84","2671.55","2673.84","2643.93","612668.0","9999238.0","2.164246684E9"
"2024/02/19","2680.26","31.50","1.19","2653.12","2683.39","2653.12","422699.0","9820891.0","2.18200086E9"
